raw_sponsor,sponsor_clean,sponsor_parent,sponsor_type,match_status,confidence,decided_by,n_trials
CARDIOLOGIA UNIVERSITARIA - OSPEDALE CLINICIZZATO SS. ANNUNZIATA - VIA DEI VESTINI - 66013 CHIETI,Ospedale Clinicizzato SS. Annunziata,,hospital,accepted,0.6,model,1
CARLOS SANTOS VILLAR,Carlos Santos Villar,,individual,accepted,0.9,model,1
CARMEN HIDALGO TENORIO,Carmen Hidalgo Tenorio,,individual,accepted,0.7,model,1
CAROLINA IBAEZ LOPEZ,Carolina Ibanez Lopez,,individual,accepted,0.6,model,1
CASA SOLLIEVO DELLA SOFFERENZA IRCCS,Casa Sollievo della Sofferenza,,hospital,accepted,0.9,model,1
CASC8,CASC8,,unknown,accepted,0.3,model,1
"CBLAYAHUGET, S.L.","CBLAYAHUGET, S.L.",,industry,accepted,0.5,model,1
CBmed GmbH,CBmed,,academic,accepted,0.7,model,1
CCDRD Cooperative Clinical Drug Research and Development AG / 5med GmbH,CCDRD Cooperative Clinical Drug Research and Development,,industry,accepted,0.82,model,1
CCDRD Cooperative Clinical Drug Research and Development AG / Biofarm Sp. z o.o.,CCDRD Cooperative Clinical Drug Research and Development,,industry,accepted,0.82,model,1
CCDRD Cooperative Clinical Drug Research and Development AG / Corium Innovations Inc.,CCDRD Cooperative Clinical Drug Research and Development,,industry,accepted,0.9,model,1
CCDRD Cooperative Clinical Drug Research and Development AG / GHF-Golden Heart Flower Ltd.,CCDRD Cooperative Clinical Drug Research and Development,,industry,accepted,0.82,model,1
CCDRD Cooperative Clinical Drug Research and Development AG / Galmed Research And Development Ltd.,CCDRD Cooperative Clinical Drug Research and Development,,industry,accepted,0.82,model,1
CCDRD Cooperative Clinical Drug Research and Development AG / Inmunotek S.L. / ClinCompetence Cologne GmbH,CCDRD Cooperative Clinical Drug Research and Development,,industry,accepted,0.6,model,1
CCDRD Cooperative Clinical Drug Research and Development AG / Invox Belgium,CCDRD Cooperative Clinical Drug Research and Development,,industry,accepted,0.82,model,1
CCDRD Cooperative Clinical Drug Research and Development AG / Nadezhda Reproductive Science OOD,CCDRD Cooperative Clinical Drug Research and Development,,industry,accepted,0.82,model,1
CCDRD Cooperative Clinical Drug Research and Development AG / Pharos Pharmaceutical Oriented Services Ltd.,CCDRD Cooperative Clinical Drug Research and Development,,industry,accepted,0.82,model,1
CCDRD Cooperative Clinical Drug Research and Development AG / PureIMS B.V.,CCDRD Cooperative Clinical Drug Research and Development,,industry,accepted,0.82,model,1
CCDRD Cooperative Clinical Drug Research and Development AG / Sopharma AD,CCDRD Cooperative Clinical Drug Research and Development,,industry,accepted,0.82,model,1
CCDRD Cooperative Clinical Drug Research and Development AG / Vaccpower Limited,CCDRD Cooperative Clinical Drug Research and Development,,industry,accepted,0.82,model,1
CCH Pharmaceuticals,CCH Pharmaceuticals,,industry,accepted,0.6,model,1
"CCIT Center for Cancer ImmunTerapi, Herlev Hospital, Hmatologisk afd 54P4",Herlev Hospital,,hospital,accepted,0.95,model,1
CDR-Life AG,CDR-Life,,industry,accepted,0.9,model,1
CEA,Commissariat à l'Energie Atomique et aux Energies Alternatives,,public_body,accepted,0.7,model,1
CEEGOG reg. ass.,CEEGOG,,cooperative_group,accepted,0.85,model,1
CEEGOG z.s.,CEEGOG,,cooperative_group,accepted,0.85,model,1
CEL-SCI Corporation,CEL-SCI Corporation,,industry,accepted,0.9,model,1
CELGENE CORPORATION,Celgene,,industry,accepted,0.95,model,1
CELGENE EUROPE LIMITED,Celgene,,industry,accepted,0.95,model,1
CELL THERAPEUTICS EUROPE S.r.l.,Cell Therapeutics,,industry,accepted,0.9,model,1
CELLDEX THERAPEUTICS,Celldex Therapeutics,,industry,accepted,0.98,model,1
CELLECTIS SA,Cellectis,,industry,accepted,0.98,model,1
"CELLERIX, S.A.",Cellerix,,industry,accepted,0.95,model,1
"CELLERIX, S.L.",Cellerix,,industry,accepted,0.95,model,1
CELLPROTHERA S.A.S,CellProthera,,industry,accepted,0.9,model,1
CELLTRION INC.,Celltrion,,industry,accepted,0.99,model,1
CELLTRION Inc.,Celltrion,,industry,accepted,0.99,model,1
CELSG Central European Leukemia Study Group,CELSG Central European Leukemia Study Group,,cooperative_group,accepted,0.9,model,1
"CENTER LABORATORIES, INC",Center Laboratories,,industry,accepted,0.6,model,1
CENTRE DU CANCER - CLINIQUES UNIVERSITAIRES SAINT-LUC,Cliniques universitaires Saint-Luc,,hospital,accepted,0.95,model,1
"CENTRE HOSPITALIER UNIVERSITAIRE DE BORDEAUX, ETABLISSEMENT PUBLIC",CHU de Bordeaux,,hospital,accepted,0.97,model,1
CENTRE HOSPITALIER UNIVERSITAIRE DE LILLE,Centre Hospitalier Universitaire de Lille,,hospital,accepted,0.95,model,1
CENTRE PAUL PAPIN - IRCAM,Centre Paul Papin,,hospital,accepted,0.85,model,1
CENTRO GINECOLOGICO GINFER,Centro Ginecologico Ginfer,,hospital,accepted,0.6,model,1
CENTRO NACIONAL DE INVESTIGACIONES CARDIOVASCULARES CARLOS III CNIC,Centro Nacional de Investigaciones Cardiovasculares Carlos III,,foundation,accepted,0.9,model,1
CENTRO NACIONAL DE INVESTIGACIONES ONCOLOGICAS,Centro Nacional de Investigaciones Oncologicas,,foundation,accepted,0.9,model,1
CERENIS THERAPEUTICS,Cerenis Therapeutics,,industry,accepted,0.95,model,1
CESAR AUGUSTO VALERO MARTINEZ,Cesar Augusto Valero Martinez,,individual,accepted,0.9,model,1
CESAR Central European Society for,CESAR Central European Society for Anticancer Drug Research-EWIV,,cooperative_group,accepted,0.9,model,1
CESAR Central European Society for Anticancer Drug Research,CESAR Central European Society for Anticancer Drug Research-EWIV,,cooperative_group,accepted,0.9,model,1
CESAR Central European Society for Anticancer Drug Research  EWIV,CESAR Central European Society for Anticancer Drug Research-EWIV,,cooperative_group,accepted,0.9,model,1
CESAR Central European Society for Anticancer Drug Research - EWIV,CESAR Central European Society for Anticancer Drug Research-EWIV,,cooperative_group,accepted,0.9,model,1
CESAR Central European Society for Anticancer Drug Research EWIV,CESAR Central European Society for Anticancer Drug Research-EWIV,,cooperative_group,accepted,0.9,model,1
CESAR MARGARIT FERRI,Cesar Margarit Ferri,,individual,accepted,0.9,model,1
CETPARP,CETPARP,,unknown,accepted,0.3,model,1
CGBS GbR,CGBS GbR,,unknown,accepted,0.5,model,1
CH Pau,CH Pau,,hospital,accepted,0.6,model,1
CH VERSAILLES,Centre Hospitalier de Versailles,,hospital,accepted,0.97,model,1
CH de Versailles,Centre Hospitalier de Versailles,,hospital,accepted,0.97,model,1
CHC-Clinique Esprance,Centre Hospitalier Chretien - Clinique Esperance,,hospital,accepted,0.6,model,1
CHDI Foundation Inc.,CHDI Foundation,,foundation,accepted,0.9,model,1
CHDR,CHDR,,academic,accepted,0.6,model,1
CHEMO France,Chemo,,industry,accepted,0.75,model,1
CHI Crteil,Centre Hospitalier Intercommunal de Créteil,,hospital,accepted,0.9,model,1
CHIESI ESPAA S.A.U.,Chiesi,,industry,accepted,0.96,model,1
CHIESI FARMACEUTICI SPA,Chiesi,,industry,accepted,0.96,model,1
CHIESI Farmaceutici S.p.A.,Chiesi,,industry,accepted,0.96,model,1
CHR dORLEANS,Centre Hospitalier Regional d'Orleans,,hospital,accepted,0.5,model,1
CHRU BREST,Centre Hospitalier Régional et Universitaire de Brest,,hospital,accepted,0.95,model,1
CHRU Besanon,Centre Hospitalier Universitaire de Besançon,,hospital,accepted,0.96,model,1
CHRU DE BREST,Centre Hospitalier Régional et Universitaire de Brest,,hospital,accepted,0.95,model,1
CHRU De Lille,Centre Hospitalier Universitaire de Lille,,hospital,accepted,0.95,model,1
CHRU MONTPELLIER,Centre Hospitalier Universitaire de Montpellier,,hospital,accepted,0.95,model,1
CHRU Montpellier - Direction de la Recherche,Centre Hospitalier Universitaire de Montpellier,,hospital,accepted,0.95,model,1
"CHRU Montpellier - Direction de la Recherche, Partenariats et Rseaux, Relations avec lUniversit",Centre Hospitalier Universitaire de Montpellier,,hospital,accepted,0.95,model,1
"CHRU Montpellier- Direction de la Recherche, Partenariats et Rseaux, Relations avec lUniversit",Centre Hospitalier Universitaire de Montpellier,,hospital,accepted,0.95,model,1
CHRU Rennes,Centre Hospitalier Universitaire de Rennes,,hospital,accepted,0.97,model,1
CHRU de LILLE,Centre Hospitalier Universitaire de Lille,,hospital,accepted,0.95,model,1
CHRU de NANCY,Centre Hospitalier Régional Universitaire de Nancy,,hospital,accepted,0.95,model,1
CHRU-Tours,Centre Hospitalier Régional Universitaire de Tours,,hospital,accepted,0.93,model,1
CHU  - Hpitaux de Rouen,CHU de Rouen,,hospital,accepted,0.97,model,1
CHU  de Clermont-ferrand,CHU de Clermont-Ferrand,,hospital,accepted,0.97,model,1
CHU  de Nantes,Centre Hospitalier Universitaire de Nantes,,hospital,accepted,0.97,model,1
CHU AMIENS / CHU AMIENS,CHU Amiens-Picardie,,hospital,accepted,0.97,model,1
CHU ANGERS,Centre Hospitalier Universitaire d'Angers,,hospital,accepted,0.97,model,1
"CHU Angers, directeur gnral, Yvonnick Morice",Centre Hospitalier Universitaire d'Angers,,hospital,accepted,0.97,model,1
CHU CLERMONT FERRAND - DRCI,CHU de Clermont-Ferrand,,hospital,accepted,0.97,model,1
CHU DE CLERMONT FERRAND,CHU de Clermont-Ferrand,,hospital,accepted,0.97,model,1
CHU DE NANCY,Centre Hospitalier Régional Universitaire de Nancy,,hospital,accepted,0.95,model,1
CHU DE NANCY -  DIRECTION DE LA RECHERCHE CLINIQUE ET DE LINNOVATION,Centre Hospitalier Régional Universitaire de Nancy,,hospital,accepted,0.95,model,1
CHU DE NICE,Centre Hospitalier Universitaire de Nice,,hospital,accepted,0.97,model,1
CHU DE TOULOUSE,Centre Hospitalier Universitaire de Toulouse,,hospital,accepted,0.96,model,1
CHU De Rennes,Centre Hospitalier Universitaire de Rennes,,hospital,accepted,0.97,model,1
CHU GRENOBLE ALPES,Centre Hospitalier Universitaire Grenoble Alpes,,hospital,accepted,0.97,model,1
CHU Gabriel Montpied,CHU Gabriel-Montpied,,hospital,accepted,0.95,model,1
CHU Lige - Physical Medicine Service,Centre Hospitalier Universitaire de Liège,,hospital,accepted,0.95,model,1
CHU Mont-Godinne,CHU Mont-Godinne,,hospital,accepted,0.9,model,1
CHU Montpellier,Centre Hospitalier Universitaire de Montpellier,,hospital,accepted,0.95,model,1
CHU POITIERS,CHU de Poitiers,,hospital,accepted,0.97,model,1
CHU SAINT-Etienne,Centre Hospitalier Universitaire de Saint-Étienne,,hospital,accepted,0.98,model,1
CHU Sart Tilman,CHU Sart-Tilman,,hospital,accepted,0.95,model,1
CHU TOURS,Centre Hospitalier Régional Universitaire de Tours,,hospital,accepted,0.93,model,1
CHU Tivoli,CHU Tivoli,,hospital,accepted,0.8,model,1
CHU de Besancon,Centre Hospitalier Universitaire de Besançon,,hospital,accepted,0.95,model,1
CHU de CAEN,CHU de Caen Normandie,,hospital,accepted,0.96,model,1
CHU de CLERMONT-FERRAND,CHU de Clermont-Ferrand,,hospital,accepted,0.97,model,1
CHU de Clermont Ferrand,CHU de Clermont-Ferrand,,hospital,accepted,0.97,model,1
CHU de DIJON - Dlgation  la recherche clinique et  linnovation,CHU Dijon Bourgogne,,hospital,accepted,0.96,model,1
CHU de Dijon,CHU Dijon Bourgogne,,hospital,accepted,0.96,model,1
CHU de Fort-de-France,CHU de Fort-de-France,,hospital,accepted,0.9,model,1
CHU de GRENOBLE,Centre Hospitalier Universitaire Grenoble Alpes,,hospital,accepted,0.97,model,1
CHU de Liege,Centre Hospitalier Universitaire de Liège,,hospital,accepted,0.85,model,1
"CHU de Lige, Domaine Universitaire du Sart Tilman",Centre Hospitalier Universitaire de Liège,,hospital,accepted,0.95,model,1
CHU de Nancy,Centre Hospitalier Régional Universitaire de Nancy,,hospital,accepted,0.95,model,1
CHU de Nimes,Centre Hospitalier Universitaire de Nîmes,,hospital,accepted,0.98,model,1
CHU de RENNES,Centre Hospitalier Universitaire de Rennes,,hospital,accepted,0.97,model,1
CHU de Rennes Rennes University Hospital Centre,Centre Hospitalier Universitaire de Rennes,,hospital,accepted,0.97,model,1
CHU de Saint-tienne,Centre Hospitalier Universitaire de Saint-Étienne,,hospital,accepted,0.9,model,1
CHU de bordeaux,CHU de Bordeaux,,hospital,accepted,0.97,model,1
CHU de clermont-Ferrand,CHU de Clermont-Ferrand,,hospital,accepted,0.97,model,1
CHU de nantes,Centre Hospitalier Universitaire de Nantes,,hospital,accepted,0.97,model,1
CHU of Liege,Centre Hospitalier Universitaire de Liège,,hospital,accepted,0.85,model,1
CHU of Lige,Centre Hospitalier Universitaire de Liège,,hospital,accepted,0.95,model,1
CHU of Pointe-A-Pitre,CHU de Pointe-a-Pitre,,hospital,accepted,0.8,model,1
CHU of Rennes,Centre Hospitalier Universitaire de Rennes,,hospital,accepted,0.97,model,1
CHU- Hpitaux de Rouen,CHU de Rouen,,hospital,accepted,0.97,model,1
CHU-Hpitaux de ROUEN,CHU de Rouen,,hospital,accepted,0.97,model,1
CHU-Ulg,CHU-ULg,,hospital,accepted,0.9,model,1
CHUGAI PHARMA EUROPE LIMITED,Chugai Pharmaceutical,,industry,accepted,0.95,model,1
CHUR Of Besançon / Centre Hospitalier Regional Universitaire,Centre Hospitalier Universitaire de Besançon,,hospital,accepted,0.96,model,1
CHX Technologies Inc.,CHX Technologies,,industry,accepted,0.6,model,1
CHu - Hpitaux de Rouen,CHU de Rouen,,hospital,accepted,0.97,model,1
CIB/RIVM,Rijksinstituut voor Volksgezondheid en Milieu,,public_body,accepted,0.93,model,1
CIBER - Instituto Carlos III / Institut dInvestigaci Biomdica de Bellvitge IDIBELL,Institut d'Investigació Biomèdica de Bellvitge (IDIBELL),,foundation,accepted,0.85,model,1
CIBER Centro de Investigacion Biomedica en Red,Centro de Investigación Biomédica en Red (CIBER),,network,accepted,0.9,model,1
CIBERES Centro de Investigacin Biomdica en Red Enfermedades Respiratorias,CIBER Enfermedades Respiratorias (CIBERES),,public_body,accepted,0.9,model,1
CIMT group,CIMT group,,unknown,accepted,0.3,model,1
"CIRO, center of expertise in chronic organ failure",CIRO,,hospital,accepted,0.7,model,1
CIS bio International,CIS bio International,IBA Group,industry,accepted,0.9,model,1
CIS bio international,CIS bio International,IBA Group,industry,accepted,0.9,model,1
"CIS bio international, member of IBA group",CIS bio International,IBA Group,industry,accepted,0.9,model,1
CITOSPIN S.L.,Citospin,,academic,accepted,0.95,model,1
CKF at Vstmanlands hospital Vsters,Vastmanlands sjukhus Vasteras,,hospital,accepted,0.7,model,1
"CLARUS THERAPEUTICS, INC.",Clarus Therapeutics,,industry,accepted,0.9,model,1
CLINICA DERMATOLOGICA POLICLINICO UMBERTO I SAPIENZA,Azienda Ospedaliero-Universitaria Policlinico Umberto I,,hospital,accepted,0.95,model,1
CLINICAL PHARMACOLOGY SPANISH SOCIETY,Sociedad Española de Farmacología Clínica,,network,accepted,0.7,model,1
CLINUVEL EUROPE LTD,Clinuvel,,industry,accepted,0.96,model,1
CLINUVEL PHARMACUETICALS LTD.,Clinuvel,,industry,accepted,0.96,model,1
CLINUVEL UK LTD,Clinuvel,,industry,accepted,0.96,model,1
CMC AMBROISE PARE,Centre Medico Chirurgical Ambroise Pare Hartmann,,hospital,accepted,0.7,model,1
CMC Contrast AB        c/o resund Health Care Management,CMC Contrast,,industry,accepted,0.9,model,1
CMIV,CMIV,,unknown,accepted,0.3,model,1
CNIC,Centro Nacional de Investigaciones Cardiovasculares Carlos III,,foundation,accepted,0.9,model,1
CNIC Centro Nacional de Investigaciones Cardiolgicas,Centro Nacional de Investigaciones Cardiovasculares Carlos III,,foundation,accepted,0.9,model,1
CNIO - Centro Nacional de Investigaciones Oncolgicas,Centro Nacional de Investigaciones Oncologicas,,foundation,accepted,0.9,model,1
CNRS: VAN DER REST Michel,CNRS,,individual,accepted,0.6,model,1
CO.DON AG,CO.DON,,industry,accepted,0.95,model,1
COALICIN IBEROAMERICANA DE INVESTIGACIN EN ONCOLOGA MAMARIA CIBOMA,Coalicion Iberoamericana de Investigacion en Oncologia Mamaria (CIBOMA),,cooperative_group,accepted,0.8,model,1
COG,Children's Oncology Group,,cooperative_group,accepted,0.6,model,1
COMBAT MEDICAL LTD,Combat Medical,,industry,accepted,0.9,model,1
COMPASS Pathfinder Limited,COMPASS Pathfinder,,industry,accepted,0.97,model,1
"COMPASS Pathfinder, Ltd",COMPASS Pathfinder,,industry,accepted,0.97,model,1
COMPLUTENSE UNIVERSITY OF MADRID,Universidad Complutense de Madrid,,academic,accepted,0.9,model,1
CONCEPCION MORO SERRANO,Concepcion Moro Serrano,,individual,accepted,0.8,model,1
"CONRAD, Eastern Virgina Medical School",Eastern Virginia Medical School - CONRAD,,academic,accepted,0.7,model,1
CONSORCI MAR PARC DE SALUT BARCELONA,Parc de Salut Mar,,hospital,accepted,0.9,model,1
CONSORCI SANITARI DEL MARESME,Consorci Sanitari del Maresme,,hospital,accepted,0.95,model,1
CONSORCIO HOSPITAL GENERAL UNIVERSITARIO DE VALENCIA,Consorcio Hospital General Universitario de Valencia,,hospital,accepted,0.95,model,1
CONSORZIO PER LA RICERCA ONCOLOGICA,Consorzio per la Ricerca Oncologica,,unknown,accepted,0.6,model,1
CONSORZIO UNIVERSITARIO UNIFARM,Consorzio Universitario Unifarm,,academic,accepted,0.6,model,1
COP:TRIN Region Hovedstaden Gentofte hospital,Region Hovedstaden,,public_body,accepted,0.9,model,1
CORAT Therapeutics GmbH,CORAT Therapeutics,,industry,accepted,0.9,model,1
COSMETIC SURGERY BCN SLP,Cosmetic Surgery BCN SLP,,academic,accepted,0.6,model,1
COSMO Technologies Ltd,Cosmo Technologies,,industry,accepted,0.98,model,1
"CPDS BERMUDA, LTD.",CPDS Bermuda,,industry,accepted,0.6,model,1
CPS Research,CPS Research,,industry,accepted,0.6,model,1
"CRC, Medical Department IV, University Erlangen-Nuremberg",Friedrich-Alexander-Universität Erlangen-Nürnberg,,academic,accepted,0.85,model,1
CREPATS,CREPATS,,unknown,accepted,0.4,model,1
CRESIB- International Research Center in Health of Barcelona,CRESIB - Barcelona Centre for International Health Research,,academic,accepted,0.9,model,1
CRESIB-Barcelona Centre for International Health Research,CRESIB - Barcelona Centre for International Health Research,,academic,accepted,0.9,model,1
CRG UZ Brussel,Universitair Ziekenhuis Brussel,,hospital,accepted,0.95,model,1
CRINOS S.p.A.,Crinos,,industry,accepted,0.95,model,1
CRLC VAL DAURELLE,Institut du Cancer de Montpellier - Val d'Aurelle,,hospital,accepted,0.9,model,1
CRLC Val dAurelle  Paul Lamarque,Institut du Cancer de Montpellier - Val d'Aurelle,,hospital,accepted,0.9,model,1
CRLCC Alexis Vautrin,Institut de Cancerologie de Lorraine Alexis Vautrin,,hospital,accepted,0.85,model,1
CROLLL GmbH,CROLLL,,academic,accepted,0.5,model,1
CROMA-PHARMA GmbH,Croma-Pharma,,industry,accepted,0.99,model,1
CSC Pharmaceuticals Handels GmbH,CSC Pharmaceuticals,,industry,accepted,0.95,model,1
CSC Pharmaceuticals Handels GmbH.,CSC Pharmaceuticals,,industry,accepted,0.95,model,1
CTI Biopharma Corp.,CTI BioPharma,,industry,accepted,0.95,model,1
"CTMM, the Center for Translational Molecular Medicine",Center for Translational Molecular Medicine,,industry,accepted,0.8,model,1
CTRG,CTRG,,unknown,accepted,0.3,model,1
CUB HOPITAL ERASME,Hôpital Erasme,,hospital,accepted,0.95,model,1
CUB Hopital Erasme,Hôpital Erasme,,hospital,accepted,0.95,model,1
CUB Hospital Erasme,Hôpital Erasme,,hospital,accepted,0.95,model,1
"CUB Hpital Erasme, Department of Anesthesiology",Hôpital Erasme,,hospital,accepted,0.95,model,1
CUB ULB Hpital Erasme,Hôpital Erasme,,hospital,accepted,0.95,model,1
CUB- Hopital Erasme,Hôpital Erasme,,hospital,accepted,0.95,model,1
CUSL,CUSL,,unknown,accepted,0.3,model,1
CV THERAPEUTICS INC,CV Therapeutics,,industry,accepted,0.97,model,1
"CV Therapeutics, Inc.",CV Therapeutics,,industry,accepted,0.97,model,1
CVIE THERAPEUTICS COMPANY LIMITED,CVie Therapeutics,,industry,accepted,0.95,model,1
CVie Therapeutics Company Limited,CVie Therapeutics,,industry,accepted,0.95,model,1
CYATHUS EXQUIRERE PharmaforschungsGmbH,Cyathus Exquirere Pharmaforschung,,industry,accepted,0.95,model,1
CYATHUS Exquirere PharmaforschungsGmbH,Cyathus Exquirere Pharmaforschung,,industry,accepted,0.95,model,1
CYRENAIC,Cyrenaic,,industry,accepted,0.4,model,1
