raw_substance,substance_clean,substance_salt,substance_type,match_status,confidence,decided_by,n_trials
Mycofenolatmophetil,Mycophenolate mofetil,hydrochloride,,accepted,0.9,model,1
Mycophanolat-Natrium,Mycophenolic acid,,,accepted,0.85,model,1
Mycophenolat,Mycophenolate mofetil,hydrochloride,,accepted,0.85,model,1
Mycophenolat Mofetil,Mycophenolate mofetil,hydrochloride,,accepted,0.98,model,1
Mycophenolat Sodium,Mycophenolic acid,,,accepted,0.95,model,1
Mycophenolate Mofetil Accord 250 mg kapselit,Mycophenolic acid,,,accepted,1,registry,1
Mycophenolate Mofetil Accord 500 mg plėvele dengtos tabletės,Mycophenolic acid,,,accepted,1,registry,1
"Mycophenolate mofetil Sandoz 250 mg capsules, hard",Mycophenolic acid,,,accepted,1,registry,1
Mycophenolate mofetil Sandoz 500 mg Film-coated Tablets,Mycophenolic acid,,,accepted,1,registry,1
Mycophenolate mofetil Teva 500 mg film-coated tablets,Mycophenolate mofetil,hydrochloride,,accepted,1,registry,1
Mycophenolate mofetil Tillomed 500 mg film-coated tablets,Mycophenolic acid,,,accepted,1,registry,1
Mycophenolate motetil,Mycophenolic acid,,,accepted,1,registry,1
Mycophenolatmofetile,Mycophenolate mofetil,hydrochloride,,accepted,0.95,model,1
Mycophenolsure,Mycophenolic acid,,,accepted,0.9,model,1
Mycophnolate moftif,Mycophenolate mofetil,hydrochloride,,accepted,0.9,model,1
Mycophnolate moftil,Mycophenolate mofetil,hydrochloride,,accepted,0.95,model,1
Mycoster 1,Ciclopirox olamine,,,accepted,1,registry,1
"Mydrane 0,2 mg",Tropicamide|phenylephrine|lidocaine,,small_molecule,accepted,0.8,model,1
Myfenax 250 mg hard capsules,Mycophenolate mofetil,hydrochloride,,accepted,1,registry,1
Myfortic  180 mg Tabletten,Mycophenolate sodium,,,accepted,1,registry,1
Myfortic  360 mg Tabletten,Mycophenolate sodium,,,accepted,1,registry,1
Myfortic 180 mg Filmtabletten,Mycophenolate sodium,,,accepted,1,registry,1
Myfortic 180 mg comprimidos gastrorresistentes,Mycophenolate sodium,,,accepted,1,registry,1
Myfortic 180 mg comprimidos gastrorresistentes.,Mycophenolate sodium,,,accepted,1,registry,1
Myfortic 180 mg gastro-resistant tablets,Mycophenolate sodium,,,accepted,1,registry,1
"Myfortic 180 mg, maagsapresistente tablet",Mycophenolate sodium,,,accepted,1,registry,1
Myfortic 360 mg Comprimidos gastrorresistentes,Mycophenolate sodium,,,accepted,1,registry,1
Myfortic 360 mg gastro-resistant tablets,Mycophenolate sodium,,,accepted,1,registry,1
Myfortic 360 mg gastrorezistentné tablety,Mycophenolate sodium,,,accepted,1,registry,1
"Myfortic 360 mg, maagsapresistente tablet",Mycophenolate sodium,,,accepted,1,registry,1
Mylan 125 mg επικαλυμμένα με λεπτό υμένιο δισκία,Mylan 125 mg film-coated tablets,,unknown,accepted,0.3,model,1
"Mylan 62,5 mg επικαλυμμένα με λεπτό υμένιο δισκία",Mylan 62.5 mg film-coated tablets,,unknown,accepted,0.3,model,1
Mylan Bevacizumab,Bevacizumab,,,accepted,0.97,model,1
Myleran,Busulfan,,,accepted,1,registry,1
Myleran 2 mg tbl obd 100x2mg GOK GB R,Busulfan,,,accepted,1,registry,1
"Myo-inositol hexaphosphate IP6, phytate",Inositol,,,accepted,1,registry,1
MyoCell,Autologous myoblasts,,cell_or_gene_therapy,accepted,0.7,model,1
Myoblastes autologues,Autologous myoblasts,,cell_or_gene_therapy,accepted,0.8,model,1
"Myocet 50 mg powder, dispersion and solvent for concentrate for dispersion for infusion",Doxorubicin,hydrochloride,,accepted,1,registry,1
Myramistin 0.005,Miramistin,,,accepted,1,registry,1
Myramistin 0.01,Miramistin,,,accepted,1,registry,1
Myramistin 0.02,Miramistin,,,accepted,1,registry,1
Mysildecard,Sildenafil,citrate,,accepted,0.6,model,1
"MÉTRONIDAZOLE ARROW 500 mg, comprimé pelliculé sécable",Metronidazole,hydrochloride,,accepted,0.95,model,1
Mélange gazeux H2,Hydrogen gas mixture,,small_molecule,accepted,0.6,model,1
Mélatonine à libération immédiate,Melatonin,,,accepted,0.98,model,1
N 250 I.E. Pulver und Lösungsmittel zur Herstellung einer Injektionslösung,,,,rejected,,,1
N acetylcysteine,N-acetylcysteine,,,accepted,0.97,model,1
"N,N-diethyl-2-4-2-fluoroethoxyphenyl-5,7-dimethylpyrazolo1,5-apyrimidine-3-acetamide",Dpa-714 f-18,,,accepted,0.85,model,1
N-11Cmethyl-4-piperidylacetate,N-[11c]methyl-4-piperidyl acetate,,radiopharmaceutical,accepted,0.8,model,1
"N-18FFluormethyl-2-hydroxy-N,N-dimethylethanaminiumchlorid",Fluoromethylcholine (18f),,,accepted,0.7,model,1
N-4-3-Chloro-4-fluorophenylamino-7-3S-tetrahydro-3-furanyloxy-6-quinazolinyl-4dimethylamino-2-butenamide,Afatinib,,,accepted,0.85,model,1
N-4-benzoylpiperidin-4-ylbutyl-3-pyridin-3-yl acrylamide,N-4-benzoylpiperidin-4-ylbutyl-3-pyridin-3-ylacrylamide,,small_molecule,accepted,0.7,model,1
N-4-hydroxyphenylacetamide,Paracetamol,,,accepted,0.85,model,1
N-ACETILCISTEINA,N-acetylcysteine,,,accepted,0.98,model,1
N-ACETYL CYSTEINE,N-acetylcysteine,,,accepted,0.98,model,1
N-ACETYL-GED-0507-34-LEVO 1 GEL,N-acetyl-ged-0507-34-levo,,small_molecule,accepted,0.93,model,1
N-ACETYL-GED-0507-34-LEVO 2 GEL,N-acetyl-ged-0507-34-levo,,small_molecule,accepted,0.93,model,1
N-Acetilcistena,N-acetylcysteine,,,accepted,0.85,model,1
N-Acetyl-GED-0507-34-Levo 2,N-acetyl-ged-0507-34-levo,,small_molecule,accepted,0.93,model,1
N-Acetyl-GED-0507-34-Levo 5,N-acetyl-ged-0507-34-levo,,small_molecule,accepted,0.93,model,1
N-Acetyl-GED-0507-34-Levo 5 gel,N-acetyl-ged-0507-34-levo,,small_molecule,accepted,0.93,model,1
N-Acetyl-GED-0507-34-Levo corresponding vehicle,,,,rejected,,,1
N-Acetyl-L-Cysteine,N-acetylcysteine,,,accepted,1,registry,1
N-Acetylhistidine,N-acetylhistidine,,small_molecule,accepted,0.8,model,1
N-CAM,Neural cell adhesion molecule (ncam),,biologic,accepted,0.5,model,1
N-ac etylcysteine,N-acetylcysteine,,,accepted,0.97,model,1
N-acetyl-L-cysteine,N-acetylcysteine,,,accepted,1,registry,1
N-acetyl-L-leucine,L-acetylleucine,,,accepted,0.7,model,1
N-acetyl-ged-0507-34-levo corresponding vehicle,,,,rejected,,,1
N-acetylcysteine,N-acetylcysteine,,,accepted,0.97,model,1
N-acetylcystin,N-acetylcysteine,,,accepted,0.9,model,1
N-plate,Romiplostim,,,accepted,0.9,model,1
N. MENINGITIDIS GROUP C OLIGOSACCHARIDE CONJUGATED CRM197,Neisseria meningitidis oligosaccharide conjugated to corynebacterium diphtheriae crm197,,,accepted,0.85,model,1
N. Meningitides serogroup Y polysaccharide PSY conjugated to tetanus toxoid TT,Neisseria meningitidis polysaccharide conjugated to tetanus toxoid,,,accepted,0.5,model,1
N. meningitides serogroup C polysaccharide PSC conjugated to Corynebacterium diphteriae protein CRM-197,Neisseria meningitidis oligosaccharide conjugated to corynebacterium diphtheriae crm197,,,accepted,0.75,model,1
N. meningitides serogroup C polysaccharide PSC conjugated to Corynebacterium diphtheriae CRM-197 protein,Neisseria meningitidis oligosaccharide conjugated to corynebacterium diphtheriae crm197,,,accepted,0.7,model,1
N. meningitides serogroup Y polysaccharide PSY conjugated to tetanus toxoid TT,Meningococcal group y polysaccharide tetanus toxoid conjugate,,vaccine,accepted,0.95,model,1
N. meningitidis 287-953 purified antigen,Neisseria meningitidis factor h binding protein,,,accepted,0.5,model,1
N. meningitidis 936-741 purified antigen,Neisseria meningitidis 936-741 purified antigen,,vaccine,accepted,0.8,model,1
N. meningitidis 961c purified antigen,Neisseria meningitidis serogroup c purified polysaccharide antigen (strain 961c),,vaccine,accepted,0.7,model,1
N. meningitidis serogroup A polysaccharide PSA conjugated to tetanus toxoid,Meningococcal group a polysaccharide-tetanus toxoid conjugate,,vaccine,accepted,0.95,model,1
"N.N-Decan-1,10decandiyldi-14H-pyridinyl-4-ylidenebis1octanamidedihydrochloride","N,n-decan-1,10-diyldi-1(4h)-pyridinyl-4-ylidenebis-1-octanamine dihydrochloride",dihydrochloride,small_molecule,accepted,0.7,model,1
N.N-Dimethylimidodicarbonimidic diamide hydrochloride,Metformin,hydrochloride,,accepted,0.9,model,1
N.meningitidis serogroup A polysaccharide PSA,Meningococcal group a polysaccharide,,vaccine,accepted,0.9,model,1
N.meningitidis serogroup C polysaccharide PSC,Meningococcal group c polysaccharide,,vaccine,accepted,0.9,model,1
N.meningitidis serogroup C polysaccharide PSC conjugated to Corynebacterium diphtheriae protein CRM-197,Neisseria meningitidis oligosaccharide conjugated to corynebacterium diphtheriae crm197,,,accepted,0.85,model,1
N.meningitidis serogroup W polysaccharide PSW,Meningococcal group w-135 polysaccharide,,vaccine,accepted,0.9,model,1
N.meningitidis serogroup Y polysaccharide PSY,Meningococcal group y polysaccharide,,vaccine,accepted,0.9,model,1
N.meningitidis serogroup Y polysaccharide conjugated to tetanus toxoid TT,Neisseria meningitidis polysaccharide conjugated to tetanus toxoid,,,accepted,0.5,model,1
N.meningitidis serorgoup W polysaccharide PSW conjugated to tetanus toxoid TT,Meningococcal group w-135 polysaccharide-tetanus toxoid conjugate,,vaccine,accepted,0.95,model,1
N03AX09,Lacosamide,,,accepted,0.9,model,1
N2 -L-alanyl-L-glutamine,Alanyl glutamine,,,accepted,0.95,model,1
"N2 3,6%",Nitrogen,,,accepted,0.7,model,1
N2-L-Alanyl-Glutamine,Alanyl glutamine,,,accepted,0.95,model,1
"N4,5Bis methanesulfonyl2methylbenzoyl guanidine hydrochloride monohydrate",Cariporide,,,accepted,0.4,model,1
N8-GP rFVIII,Turoctocog alfa pegol,,,accepted,1,registry,1
NA-17.A2,Na-17.A2,,unknown,accepted,0.5,model,1
NA17 Acetate,Na17 antigenic peptide,acetate,biologic,accepted,0.5,model,1
NA17.A2,Na17 antigenic peptide,acetate,biologic,accepted,0.5,model,1
NABUMETONE,Nabumetone,,,accepted,1,registry,1
NABUREN Enema,Mesalazine,,,accepted,0.6,model,1
NAC 1.5g,N-acetylcysteine,,,accepted,0.95,model,1
NAC 600mg cp,N-acetylcysteine,,,accepted,0.95,model,1
NAC 7.5g,N-acetylcysteine,,,accepted,0.9,model,1
NAC ProGelz NAC Oromucosal Liquid,N-acetylcysteine,,,accepted,0.9,model,1
NAC matching-placebo effervescent oral tablets,Placebo,,placebo,accepted,1,registry,1
NACOM levodopa+cardidopa,Levodopa|carbidopa,,,accepted,0.9,model,1
NACYSTELYN,Nacystelyn,,small_molecule,accepted,0.9,model,1
NADROPARINA CALCICA,Nadroparin calcium,,,accepted,1,registry,1
NADROPARINE,Nadroparin calcium,,,accepted,0.97,model,1
NADROPARINE CALCIQUE ASPEN 2 850 UI,Nadroparin calcium,,,accepted,0.98,model,1
NADROPARINE CALCIQUE ASPEN 5 700 UI,Nadroparin calcium,,,accepted,0.98,model,1
NAFARELIN ACETATE,Nafarelin,acetate,,accepted,1,registry,1
NAFARELINA ACETATO,Nafarelin,acetate,,accepted,1,registry,1
NAI-Acne 3 gel,Nai-acne 3 gel,,unknown,accepted,0.4,model,1
NALBUPHINE,Nalbuphine,hydrochloride,,accepted,1,registry,1
NALBUPHINE RENAUDIN 20 mg,Nalbuphine,hydrochloride,,accepted,1,registry,1
NALOXEGOL,Naloxegol,oxalate,,accepted,1,registry,1
"NALOXONE AGUETTANT 0,4 mg",Naloxone,hydrochloride,,accepted,1,registry,1
NALOXONE CLORIDRATO,Naloxone,hydrochloride,,accepted,1,registry,1
NALTREXONA HIDROCLORURO,Naltrexone,hydrochloride,,accepted,1,registry,1
NAMISOL,Namisol,,small_molecule,accepted,0.6,model,1
NANOBODY® Placebo,Placebo,,placebo,accepted,1,registry,1
NANOBODY® Placebo; The placebo is a standard placebo formulation containing common excipients for NANOBODY drug products and is used by Sanofi for NANOBODY clinical studies.,Placebo,,placebo,accepted,1,registry,1
NAPHAZOLINE,Naphazoline,hydrochloride,,accepted,1,registry,1
NAPROXEN SODIUM,Naproxen,sodium,,accepted,1,registry,1
NARCAN® (naloxone hydrochloride) nasal spray,Naloxone,hydrochloride,,accepted,1,registry,1
NAROPEINE 5 mg,Ropivacaine,hydrochloride,,accepted,0.9,model,1
NAROPIN 2mg,Ropivacaine,hydrochloride,,accepted,1,registry,1
"NAROPIN 7,5 mg",Ropivacaine,hydrochloride,,accepted,1,registry,1
NASONEX 50 micrograms,Mometasone,furoate,,accepted,1,registry,1
NASTURTIUM OFFICINALE,Nasturtium officinale,,supplement_or_excipient,accepted,0.85,model,1
NAT01,Nat01,,unknown,accepted,0.3,model,1
NAT02,Nat02,,unknown,accepted,0.3,model,1
NAT03,Nat03,,unknown,accepted,0.3,model,1
NATEGLINIDE,Nateglinide,,,accepted,1,registry,1
"NATISPRAY 0,30 mg",Nitroglycerin,,,accepted,0.85,model,1
NATRII CHLORIDUM,Sodium chloride,,,accepted,0.9,model,1
"NATRIUM CHLORATUM 0,9% FRESENIUS, 9 mg",Sodium chloride,,,accepted,0.9,model,1
NATRIUM SULFURICUM,Sodium sulfate,anhydrous,,accepted,0.8,model,1
NAV-240,Nav-240,,unknown,accepted,0.4,model,1
NAVELBINE 10 mg,Vinorelbine,tartrate,,accepted,1,registry,1
"NAVELBINE 20 mg, capsule molle",Vinorelbine,tartrate,,accepted,1,registry,1
"NAVELBINE 30 mg, capsule molle",Vinorelbine,tartrate,,accepted,1,registry,1
NAXIL 200 mg šumeće tablete,Naproxen,sodium,,accepted,0.5,model,1
NAZARTINIB,Nazartinib,,,accepted,1,registry,1
NB-4746,Nb-4746,,unknown,accepted,0.4,model,1
NBI-1117568 Placebo Capsule,Placebo,,placebo,accepted,1,registry,1
NBI-1117570,Nbi-1117570,,small_molecule,accepted,0.6,model,1
NBI-827104,Apinocaltamide,,,accepted,1,registry,1
NC0304 Phosphatidylcholine,Phosphatidylcholine,,,accepted,0.9,model,1
NCX-1000,Ncx 1000,,,accepted,0.9,model,1
NE-180,Ne-180,,unknown,accepted,0.4,model,1
NEBCINE,Tobramycin,sulfate,,accepted,0.8,model,1
NEBIDO,Testosterone,,,accepted,1,registry,1
NEBIDO 1000 mg,Testosterone,,,accepted,1,registry,1
NEBILET,Nebivolol,hydrochloride,,accepted,1,registry,1
NEBIVOLOL HYDROCHLORIDE,Nebivolol,hydrochloride,,accepted,1,registry,1
NEFOPAM BIOGARAN 20 mg,Nefopam,hydrochloride,,accepted,1,registry,1
"NEGABAN 2 g, poudre pour solution injectable",Cefoxitin,sodium,,accepted,0.85,model,1
NEISSERIA MENINGITIDIS GROUP C STRAIN C11 OLIGOSACCHARIDE,Neisseria meningitidis group c strain c11 oligosaccharide,,vaccine,accepted,0.9,model,1
NEISSERIA MENINGITIDIS GROUP C STRAIN C11 POLYSACCHARIDE DE-O-ACETYLATED CONJUGATED TO TETANUS TOXOID,Neisseria meningitidis polysaccharide conjugated to tetanus toxoid,,,accepted,0.55,model,1
NELFINAVIR MESILATE,Nelfinavir,mesylate,,accepted,1,registry,1
NEOD001,Birtamimab,,,accepted,1,registry,1
NEORAL® Soft Gelatin Capsules 100mg,Ciclosporin,,,accepted,1,registry,1
NEORAL® Soft Gelatin Capsules 25mg,Ciclosporin,,,accepted,1,registry,1
NEORAL® Soft Gelatin Capsules 50mg,Ciclosporin,,,accepted,1,registry,1
NEOSH101,Neosh101,,unknown,accepted,0.4,model,1
NEOSTIGMINA,Neostigmine,bromide,,accepted,0.85,model,1
NEP-1,Nep-1,,unknown,accepted,0.4,model,1
NEPHSTROM ORBCEL-M,Orbcel-m,,cell_or_gene_therapy,accepted,0.6,model,1
NERIDRONATO SODICO,Neridronic acid,,,accepted,0.85,model,1
NERIXIA 100 mg concentrato per soluzione per infusione,Nerixia,,unknown,accepted,0.5,model,1
NERIXIA 25 mg soluzione iniettabile,Nerixia,,unknown,accepted,0.5,model,1
NERIXIA Soluzione iniettabile 25 mg,Nerixia,,unknown,accepted,0.5,model,1
"NERVE GROWTH FACTOR NGF, RICOMBINANTE UMANO",Recombinant human nerve growth factor,,,accepted,0.8,model,1
NESIRITIDE,Nesiritide,,,accepted,1,registry,1
NETILMICINA,Netilmicin,sulfate,,accepted,1,registry,1
NETILMICINA SOLFATO,Netilmicin,sulfate,,accepted,1,registry,1
NETSPOT,Edotreotide gallium ga-68,,,accepted,1,registry,1
NEU-411,Neu-411,,unknown,accepted,0.4,model,1
NEUBLASTIN,Artemin,,,accepted,1,registry,1
NEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F CONJUGATED TO CRM197,Streptococcus pneumoniae polysaccharide conjugated to corynebacterium diphtheriae crm197,,,accepted,0.5,model,1
NEUMOCOCO ANTIGENO POLISACARIDO CAPSULAR SEROTIPO 1,Pneumococcal polysaccharide serotype 1,,vaccine,accepted,0.95,model,1
NEUMOCOCO ANTIGENO POLISACARIDO CAPSULAR SEROTIPO 19A,Pneumococcal polysaccharide serotype 19a,,vaccine,accepted,0.95,model,1
NEUMOCOCO ANTIGENO POLISACARIDO CAPSULAR SEROTIPO 3,Pneumococcal polysaccharide serotype 3,,vaccine,accepted,0.95,model,1
NEUMOCOCO ANTIGENO POLISACARIDO CAPSULAR SEROTIPO 5,Pneumococcal polysaccharide serotype 5,,vaccine,accepted,0.95,model,1
NEUMOCOCO ANTIGENO POLISACARIDO CAPSULAR SEROTIPO 6A,Pneumococcal polysaccharide serotype 6a,,vaccine,accepted,0.95,model,1
NEUMOCOCO ANTIGENO POLISACARIDO CAPSULAR SEROTIPO 7F,Pneumococcal polysaccharide serotype 7f,,vaccine,accepted,0.95,model,1
NEUPOGEN,Filgrastim,,,accepted,1,registry,1
NEUROBLOC 5000 E,Rimabotulinumtoxinb,,,accepted,0.85,model,1
NEUROFARMAGEN,,,,rejected,,,1
NEUROLITE,Technetium tc 99m bicisate,,,accepted,1,registry,1
NEVANAC 1 mg,Nepafenac,,,accepted,1,registry,1
NEVIRAPINA ANHIDRA,Nevirapine,,,accepted,1,registry,1
NEXAGON,Coda-001,,,accepted,1,registry,1
"NEXAGON vehicle: sterile formulated, thermoreversible gel without the API (lufepirsen). It contains poloxamer 407, sodium phosphate dibasic heptahydrate, potassium dihydrogen phosphate, and sterile water for injection",Coda-001,,,accepted,1,registry,1
NEXAVAR,Sorafenib,tosylate,,accepted,0.9,model,1
"NEXIUM 10 mg gastro-resistant granules for oral suspension, sachet",Esomeprazole,,,accepted,1,registry,1
NF,,,,rejected,,,1
NFLUENZA B VIRUS B,Influenza b virus strain,,vaccine,accepted,0.6,model,1
NFX88,Idroxioleic acid,,,accepted,1,registry,1
NG-101,Ng-101,,unknown,accepted,0.5,model,1
NG-monomethyl-L-arginine,Tilarginine,acetate,,accepted,1,registry,1
NG-monomethyl-L-arginine L-NMMA,Tilarginine,acetate,,accepted,1,registry,1
NG004_DS1,Ng004_ds1,,unknown,accepted,0.3,model,1
NG004_DS2.1,Ng004_ds2.1,,unknown,accepted,0.3,model,1
NG004_DS3.1,Ng004_ds3.1,,unknown,accepted,0.3,model,1
NG004_DS4,Ng004_ds4,,unknown,accepted,0.4,model,1
NGI226,Ngi226,,unknown,accepted,0.4,model,1
NGM120,Ngm120,,biologic,accepted,0.6,model,1
NGM707,Ngm707,,biologic,accepted,0.6,model,1
NHS7108 capsules,Nhs7108,,small_molecule,accepted,0.5,model,1
NI-0401,Foralumab,,,accepted,1,registry,1
NI-501;  emapalumab,Emapalumab,,,accepted,0.97,model,1
NIACINA,Niacin,,,accepted,0.9,model,1
NIBRG-14:A,Nibrg-14 influenza vaccine strain,,vaccine,accepted,0.6,model,1
NICARDIPINE,Nicardipine,hydrochloride,,accepted,1,registry,1
NICARDIPINE HYDROCHLORIDE,Nicardipine,hydrochloride,,accepted,1,registry,1
NICOBION,Niacinamide,,,accepted,1,registry,1
NICOBOXIL,Nicoboxil,,,accepted,1,registry,1
"NICOPASS 1,5 mg SANS SUCRE MENTHE FRAICHEUR, pastille édulcorée à l'aspartam et à l’acésulfame potassique",Nicotine,bitartrate,,accepted,1,registry,1
NICORANDIL,Nicorandil,,,accepted,1,registry,1
NICOTINA,Nicotine,bitartrate,,accepted,0.85,model,1
NICOTINE RESINATE,Nicotine,bitartrate,,accepted,1,registry,1
NICOTINE S-,Nicotine,bitartrate,,accepted,1,registry,1
NIDO-361,Nido-361,,unknown,accepted,0.5,model,1
NIDO-361 placebo tablets,Placebo,,placebo,accepted,1,registry,1
"NIFLURIL 250 mg, gélule",Niflumic acid,,,accepted,0.9,model,1
NILOTINIB HYDROCHLORIDE MONOHYDRATE,Nilotinib hydrochloride monohydrate,,,accepted,1,registry,1
NILUTAMIDE,Nilutamide,,,accepted,1,registry,1
NILVADIPINE,Nilvadipine,,,accepted,1,registry,1
NIMBEX 5 mg,Cisatracurium,besylate,,accepted,0.9,model,1
NIMODIPINA,Nimodipine,,,accepted,0.95,model,1
NIMODIPINO,Nimodipine,,,accepted,1,registry,1
NIMORAZOLE,Nimorazole,,,accepted,1,registry,1
NIMOTUZUMAB,Nimotuzumab,,,accepted,1,registry,1
NINLARO 2.3 mg hard capsules,Ixazomib,citrate,,accepted,1,registry,1
NINLARO 3 mg hard capsules,Ixazomib,citrate,,accepted,1,registry,1
NIO752,Nio752,,unknown,accepted,0.5,model,1
NIR178,Nir178,,small_molecule,accepted,0.7,model,1
NIROGACESTAT,Nirogacestat,hydrobromide,,accepted,1,registry,1
NIRSEVIMAB,Nirsevimab,,,accepted,1,registry,1
NITAZOXANIDA,Nitazoxanide,,,accepted,1,registry,1
