raw_sponsor,proposed,confidence,n_trials,review_reason,reason,channel,model_id
"Specialisttandvrden/Bettfysiologi, Folktandvrden Sdra Bohsln",Folktandvarden Sodra Bohuslan,0.6,1,low confidence,Dental specialist clinic department resolving to its parent public dental care organisation.,mint,claude-sonnet-5
Spikimm,Spikimm,0.6,1,low confidence,"Single sponsor string, likely a pharmaceutical company",mint,claude-sonnet-5
Spinal Cord Injury Centre of Western Denmark,Spinal Cord Injury Centre of Western Denmark,0.6,1,low confidence,,mint,claude-sonnet-5
Splona bolninica Celje,Splošna bolnišnica Celje,0.6,1,low confidence,,mint,claude-sonnet-5
St Elisabeth Hospital,St. Elisabeth Hospital,0.6,1,low confidence,"Same generic name, ambiguous location",mint,claude-opus-5
"St Olavs Hospital, University Hospital of Trondheim / Haukeland University Hospital",St. Olavs Hospital,0.6,1,low confidence,Joint string led by St Olavs Hospital Trondheim,mint,claude-opus-5
St. Elisabeth Hospital,St. Elisabeth Hospital,0.6,1,low confidence,"Same generic name, ambiguous location",mint,claude-opus-5
"St. Vincent Hospital, Medical Department II",St. Vincent Hospital,0.6,1,low confidence,Department resolves to parent hospital,mint,claude-sonnet-5
"Staidson Beijing Biopharmaceutical Co., Ltd. and Beijing Defengrui Biological Technology Co., Ltd.",Staidson Beijing Biopharmaceutical,0.6,1,low confidence,,mint,claude-sonnet-5
Stanmore Clinical Research Facility Ltd,Stanmore Clinical Research Facility,0.6,1,low confidence,,mint,claude-sonnet-5
Stavanger Helseforskning AS,Stavanger Helseforskning AS,0.6,1,low confidence,,mint,claude-sonnet-5
Steiner  Co. Deutsche Arzneimittelgesellschaft mbH  Co. KG,Steiner & Co. Deutsche Arzneimittelgesellschaft,0.6,1,low confidence,,mint,claude-sonnet-5
Stockholm Centre for Dependency Disorders,Stockholm Centre for Dependency Disorders,0.6,1,low confidence,,mint,claude-sonnet-5
Stockholm Spine Center,Stockholm Spine Center,0.6,1,low confidence,,mint,claude-sonnet-5
Streeklaboratorium voor de volksgezondheid Kennemerland,Streeklaboratorium voor de Volksgezondheid Kennemerland,0.6,1,low confidence,,mint,claude-sonnet-5
"Sussex NHS Research Consortium, Research Department, Worthing Hospital",Sussex NHS Research Consortium,0.6,1,low confidence,"Single string, likely NHS research consortium body rather than the hospital department itself.",mint,claude-sonnet-5
Sven-ke Lundin,Sven-Åke Lundin,0.6,1,low confidence,"Appears to be a personal name, likely with deleted accented characters.",mint,claude-sonnet-5
Swedish Pituitary Study group,Swedish Pituitary Study Group,0.6,1,low confidence,,mint,claude-sonnet-5
Symbio Pharmaceuticals Ltd.,Symbio Pharmaceuticals,0.6,1,low confidence,,mint,claude-sonnet-5
Synartro AB,Synartro AB,0.6,1,low confidence,,mint,claude-sonnet-5
TAYS/teho-osasto,Tampere University Hospital,0.6,1,low confidence,,mint,claude-sonnet-5
TECHNI-PHARMA,Techni-Pharma,0.6,1,low confidence,,mint,claude-sonnet-5
THERANOR sprl,Theranor,0.6,1,low confidence,,mint,claude-sonnet-5
THT Research sprl,THT Research,0.6,1,low confidence,,mint,claude-sonnet-5
Tandvrden SU/Mlndal,Sahlgrenska Universitetssjukhuset Mölndal,0.6,1,low confidence,Both refer to Sahlgrenska University Hospital Mölndal (SU/Mölndal); the second is a dental department resolving to the same parent hospital.,mint,claude-sonnet-5
"Taxolog, Inc.","Taxolog, Inc.",0.6,1,low confidence,,mint,claude-sonnet-5
Tays/ anestesiayksikk,Tampere University Hospital,0.6,1,low confidence,Tays is the abbreviation for Tampere University Hospital (Tampereen yliopistollinen sairaala); anestesiayksikkö is its anaesthesiology unit/department.,mint,claude-sonnet-5
Tayside Academic Sciences Centre,Tayside Medical Science Centre,0.6,1,low confidence,"Likely same research centre, distinct from NHS Tayside health board",mint,claude-sonnet-5
Tayside Medical Science Centre,Tayside Medical Science Centre,0.6,1,low confidence,"Likely same research centre, distinct from NHS Tayside health board",mint,claude-sonnet-5
Techfields Inc.,Techfields,0.6,1,low confidence,,mint,claude-sonnet-5
Teva Womens Health Research,Teva Womens Health Research,0.6,1,low confidence,Teva subsidiary research unit,mint,claude-sonnet-5
The Aurum Institute / Quality Regulatory Clinical Ireland Limited / Quality Regulatory Clinical Ireland Limited,The Aurum Institute,0.6,1,low confidence,,mint,claude-sonnet-5
The Cardiovascular Research Foundation,The Cardiovascular Research Foundation,0.6,1,low confidence,,mint,claude-sonnet-5
The Department of Urology,Aarhus Universitetshospital,0.6,1,low confidence,"Department of Urology resolves to parent hospital; second entry likely same department, though vague",mint,claude-sonnet-5
The Functional Gut Clinic,The Functional Gut Clinic,0.6,1,low confidence,,mint,claude-sonnet-5
The Heartbeat Trust,The Heartbeat Trust,0.6,1,low confidence,"Standalone charitable trust name, no further disambiguation possible.",mint,claude-sonnet-5
The Hospital for Sick Children,Hospital for Sick Children,0.6,1,low confidence,"Likely referring to Toronto's Hospital for Sick Children, distinct from Glasgow",mint,claude-sonnet-5
The Mater Foundation/HRB Grant,The Mater Foundation,0.6,1,low confidence,Sponsor string names The Mater Foundation with an HRB grant reference; foundation is the organisation behind the trial.,mint,claude-sonnet-5
"The Police Rehabilitation Centre, Flint House",Flint House Police Rehabilitation Centre,0.6,1,low confidence,,mint,claude-sonnet-5
The Swedish AML Group,The Swedish AML Group,0.6,1,low confidence,"Cooperative group name, no further detail available",mint,claude-sonnet-5
The Symbio Herborn Group GmbH,Symbio Herborn Group,0.6,1,low confidence,,mint,claude-sonnet-5
The University of Nottingham / Derby Hospitals NHS Foundation Trust,Derby Hospitals NHS Foundation Trust,0.6,1,low confidence,Joint sponsorship strings; assigned to Derby trust,mint,claude-opus-5
Theravia,Theravia,0.6,1,low confidence,,mint,claude-sonnet-5
Thomas Mller Jensen,Thomas Muller Jensen,0.6,1,low confidence,Distinct person name,mint,claude-sonnet-5
Thor Petersen,Thor Petersen,0.6,1,low confidence,Appears to be a personal name with no institutional context.,mint,claude-sonnet-5
Thrombosis Research Institute,Thrombosis Research Institute,0.6,1,low confidence,,mint,claude-sonnet-5
Tommi Vimpeli,Tommi Vimpeli,0.6,1,low confidence,Appears to be a personal name with no institutional context.,mint,claude-sonnet-5
Tools4Patient,Tools4Patient,0.6,1,low confidence,"Single occurrence, appears to be a company name",mint,claude-sonnet-5
Top Institute Food and Nutrition,Top Institute Food and Nutrition,0.6,1,low confidence,,mint,claude-sonnet-5
Top institute of Pharmaceutical Research,Top Institute of Pharmaceutical Research,0.6,1,low confidence,,mint,claude-sonnet-5
Toscana Life Sciences Sviluppo,Toscana Life Sciences Sviluppo,0.6,1,low confidence,,mint,claude-sonnet-5
Translational Oncology Research International,Translational Oncology Research International,0.6,1,low confidence,,mint,claude-sonnet-5
U.L.S.S. 16,U.L.S.S. 16,0.6,1,low confidence,Single unverified public health authority reference (Unita Locale Socio Sanitaria 16).,mint,claude-sonnet-5
U.O.C. EMATOLOGIA - OSP. S. EUGENIO - ASL RM C,Ospedale S. Eugenio,0.6,1,low confidence,"Department (Hematology unit) resolves to parent hospital Ospedale S. Eugenio, part of ASL Roma C",mint,claude-sonnet-5
UROLOGY ASSOCIATES S.L.,Urology Associates,0.6,1,low confidence,,mint,claude-sonnet-5
Ulster Community  Hospitals Trust,Ulster Community and Hospitals Trust,0.6,1,low confidence,,mint,claude-sonnet-5
Unitat de Recerca en Pediatria Nutrici i Desenvolupament Hum,"Unitat de Recerca en Pediatria, Nutricio i Desenvolupament Huma",0.6,1,low confidence,"Single research unit string, likely academic research group; kept as its own institution.",mint,claude-sonnet-5
Univ.-Kl.f.Nuklearmedizin Wien,Medizinische Universität Wien,0.6,1,low confidence,Department of Nuclear Medicine resolves to parent university/hospital in Vienna.,mint,claude-sonnet-5
University Hospital Consorziale Policlinico / University Of Bari Aldo Moro,Policlinico di Bari,0.6,1,low confidence,University Hospital Consorziale Policlinico is same as Policlinico di Bari,mint,claude-sonnet-5
University Hospital Vienna,University Hospital Vienna,0.6,1,low confidence,,mint,claude-sonnet-5
University Hospital of North Staffordshire / Keele University,Keele University,0.6,1,low confidence,All entries include Keele University as joint or sole sponsor with varying NHS trust partners,mint,claude-sonnet-5
"University of Liverpool lead sponsor, the trial is cosponsored / Royal Liverpool and Broadgreen University Hospital NHS Trust",University of Liverpool,0.6,1,low confidence,Lead sponsor listed with cosponsor hospital,mint,claude-sonnet-5
VAS VASCULAR INDEPENDENT RESEACH AND EDUCATION EUROPEAN ORGANIZATION. C/O UNIV MILANO. OSP. L. SACCO,VAS - Vascular Independent Research and Education European Organization,0.6,1,low confidence,,mint,claude-sonnet-5
Valeant Research  Development,Valeant Research & Development,0.6,1,low confidence,,mint,claude-sonnet-5
Valletta Health BV,Valletta Health,0.6,1,low confidence,,mint,claude-sonnet-5
Vandria S.A.,Vandria,0.6,1,low confidence,,mint,claude-sonnet-5
Var2 Pharmaceuticals ApS,Var2 Pharmaceuticals,0.6,1,low confidence,,mint,claude-sonnet-5
Vastra Gotalandsregionen / University Of Gothenburg,Vastra Gotalandsregionen / University of Gothenburg,0.6,1,low confidence,"Joint sponsorship of region and university, distinct from region alone",mint,claude-sonnet-5
Verein Zur Praevention Und Therapie Boesartiger Erkrankungen Austrian Breast And Colorectal Cancer Study Group / Institut Catala D'oncologia / ANZ Breast Cancer Trials Group Limited / University Of Manchester / Alliance Foundation Trials LLC / Shaare Zedek Medical Center,Austrian Breast & Colorectal Cancer Study Group,0.6,1,low confidence,Multi-party collaboration string; first-listed lead used as canonical,mint,claude-opus-5
Verein zur Frderung der Wissenschaft und Forschung an der 1. Med. Abteilung der Klinik Landstrae,Verein zur Förderung der Wissenschaft und Forschung an der 1. Med. Abteilung der Klinik Landstraße,0.6,1,low confidence,,mint,claude-sonnet-5
Vicente Soriano-Hospital Carlos III. Madrid,Vicente Soriano,0.6,1,low confidence,,mint,claude-sonnet-5
Videja B.V.,Videja,0.6,1,low confidence,,mint,claude-sonnet-5
Vinforce - Institut fr Osteoporoseforschung / Vinforce - Institut fr Osteoporoseforschung,Vinforce - Institut für Osteoporoseforschung,0.6,1,low confidence,,mint,claude-sonnet-5
Voyager Pharmaceutical Corporation,Voyager Pharmaceutical Corporation,0.6,1,low confidence,,mint,claude-sonnet-5
"Voyager Therapeutics, Inc.",Voyager Therapeutics,0.6,1,low confidence,,mint,claude-sonnet-5
Vstra Gtalands Center fr utveckling av prehospital akutsjukvrd,Västra Götaland Center för utveckling av prehospital akutsjukvård,0.6,1,low confidence,"Single occurrence, appears to be a regional Swedish public body for prehospital emergency care development",mint,claude-sonnet-5
Walter Fischer,Walter Fischer,0.6,1,low confidence,Appears to be a person's name with no institutional context,mint,claude-sonnet-5
West Yorkshire Primary Care RD Unit,West Yorkshire Primary Care Research and Development Unit,0.6,1,low confidence,,mint,claude-sonnet-5
Winicker-Norimed Medizinische Forschung GmbH / Klinikum Nuernberg,Winicker-Norimed Medizinische Forschung,0.6,1,low confidence,,mint,claude-sonnet-5
XCell-Center GmbH,XCell-Center,0.6,1,low confidence,,mint,claude-sonnet-5
Xavier Pint Sala,Xavier Pinto Sala,0.6,1,low confidence,"Appears to be a person's name (possibly Dr. Xavier Pinto Sala), not an organisation.",mint,claude-sonnet-5
Xyra LLC,Xyra,0.6,1,low confidence,,mint,claude-sonnet-5
YONSUNG GMBH,Yonsung,0.6,1,low confidence,,mint,claude-sonnet-5
ZRO Imaging AB,ZRO Imaging,0.6,1,low confidence,,mint,claude-sonnet-5
Zelmic AB,Zelmic AB,0.6,1,low confidence,,mint,claude-sonnet-5
"Zeno Alpha, Inc.,",Zeno Alpha,0.6,1,low confidence,,mint,claude-sonnet-5
azM,Maastricht Universitair Medisch Centrum,0.6,1,low confidence,,mint,claude-sonnet-5
bioskin GmbH,bioskin,0.6,1,low confidence,,mint,claude-sonnet-5
daacro - diagnostic assessment and clinical research organization,daacro,0.6,1,low confidence,Single vague sponsor string identified as a CRO named daacro.,mint,claude-sonnet-5
daniel pacha vicente,Daniel Pacha Vicente,0.6,1,low confidence,,mint,claude-sonnet-5
mib Dienstleistungsgesellschaft mbH,mib Dienstleistungsgesellschaft,0.6,1,low confidence,,mint,claude-sonnet-5
pharmed holding GmbH,Pharmed Holding,0.6,1,low confidence,,mint,claude-sonnet-5
pro-ACTINA S.A.,pro-ACTINA,0.6,1,low confidence,,mint,claude-sonnet-5
sterreichische Gesellschaft zur Erforschung komplementr  alternativer Therapien in der Onkologie,Österreichische Gesellschaft zur Erforschung komplementär-alternativer Therapien in der Onkologie,0.6,1,low confidence,,mint,claude-sonnet-5
sterreichisches Akromegalie Register,Österreichisches Akromegalie Register,0.6,1,low confidence,"Single string, appears to be an Austrian acromegaly patient registry organization",mint,claude-sonnet-5
Assistance Pubique Hpitaux de Marseille,Assistance Publique - Hôpitaux de Marseille,0.62,1,low confidence,"Both strings refer to the public hospital group of Marseille (AP-HM), formerly known as Centre Hospitalier Régional de Marseille.",mint,claude-opus-5
Dekan des FB Medizin der Johann-Wolfgang Goethe-Universitt,Goethe-Universität Frankfurt,0.65,1,low confidence,All refer to the Dean of the Medical Faculty of Goethe University Frankfurt; item 3 is generic but likely the same body.,mint,claude-sonnet-5
Dekan des Fachbereichs Humanmedizin,Goethe-Universität Frankfurt,0.65,1,low confidence,All refer to the Dean of the Medical Faculty of Goethe University Frankfurt; item 3 is generic but likely the same body.,mint,claude-sonnet-5
M Carmen Farias lvarez. Hospital Universitario Marques de Valdecilla,Instituto de Investigación Marqués de Valdecilla,0.65,1,low confidence,Research institute affiliated with Hospital Universitario Marqués de Valdecilla; entry 2 includes a named researcher tied to the same institution.,mint,claude-sonnet-5
Michael Patrick Achiam,Michael Patrick Achiam,0.65,1,low confidence,"Likely same person, differing name completeness",mint,claude-sonnet-5
Oral and Maxillofacial Surgery Department of Vall dHebron Hospital,Hospital Universitari Vall d'Hebron,0.65,1,low confidence,,mint,claude-sonnet-5
"Synthetic Biologics, Inc.",Theriva Biologics,0.65,1,low confidence,Synthetic Biologics renamed Theriva Biologics,mint,claude-opus-5
Theriva Biologics S.L.,Theriva Biologics,0.65,1,low confidence,Synthetic Biologics renamed Theriva Biologics,mint,claude-opus-5
"3.Med. Department, Academic Hospital Bogenhausen",Akademisches Krankenhaus Munchen-Bogenhausen,0.7,1,low confidence,Department resolves to parent hospital,mint,claude-sonnet-5
A.S.L. 2 SAVONA,A.S.L. 2 Savona,0.7,1,low confidence,,mint,claude-sonnet-5
A.T. Development Switzerland SARL,A.T. Development Switzerland,0.7,1,low confidence,,mint,claude-opus-5
ACCURE TX FRANCE SASU,Accure Tx,0.7,1,low confidence,,mint,claude-sonnet-5
"ACT BIOTECH, Inc",ACT Biotech,0.7,1,low confidence,,mint,claude-sonnet-5
"AKH Wien, Klinik fr Innere Medizin I, Onkologie",Allgemeines Krankenhaus der Stadt Wien,0.7,1,low confidence,,mint,claude-opus-5
"AKH Wien, Universittsklinik fr Physikalische Medizin und Rehabilitation",Allgemeines Krankenhaus der Stadt Wien,0.7,1,low confidence,,mint,claude-opus-5
AMC Medical Research B.V.,AMC Medical Research,0.7,1,low confidence,Separate legal B.V. research entity of the AMC.,mint,claude-opus-5
AMC Medical research BV,AMC Medical Research,0.7,1,low confidence,Separate legal B.V. research entity of the AMC.,mint,claude-opus-5
ANZIC RESEARCH CENTRE,ANZIC Research Centre,0.7,1,low confidence,,mint,claude-sonnet-5
AS.T.R.O.,American Society for Radiation Oncology,0.7,1,low confidence,,mint,claude-sonnet-5
ASL 2 SAVONESE,ASL 2 Savonese,0.7,1,low confidence,Italian local health authority (Azienda Sanitaria Locale),mint,claude-sonnet-5
ASL 5 SPEZZINO,ASL 5 Spezzino,0.7,1,low confidence,,mint,claude-sonnet-5
ASL 5 di PISA-ZONA VALDERA,ASL 5 di Pisa-Zona Valdera,0.7,1,low confidence,,mint,claude-sonnet-5
ASL SALERNO 1,ASL Salerno,0.7,1,low confidence,,mint,claude-sonnet-5
ASLTO2-Maria Vittoria Hospital Cardiology,ASL TO2 - Ospedale Maria Vittoria,0.7,1,low confidence,Cardiology department resolved to parent hospital ASL TO2 Maria Vittoria Hospital,mint,claude-sonnet-5
ASOCIACIN GALLEGA DE ENFERMEDAD  INFLAMATORIA INTESTITAL E.I.G.A.,Asociacion Gallega de Enfermedad Inflamatoria Intestinal,0.7,1,low confidence,,mint,claude-sonnet-5
ASOCIACION ANDALUZA DE HEMATOLOGIA Y HEMOTERAPIA,Asociación Andaluza de Hematología y Hemoterapia,0.7,1,low confidence,,mint,claude-sonnet-5
ASONMEC Asociacin de Oncologa Medica del Hospital de Cruces,ASONMEC Asociación de Oncología Médica del Hospital de Cruces,0.7,1,low confidence,,mint,claude-sonnet-5
ASSOCIAZIONE S.N.O.- SCIENZE NEUROLOGICHE OSPEDALIERE,Associazione S.N.O. - Scienze Neurologiche Ospedaliere,0.7,1,low confidence,,mint,claude-sonnet-5
AZIENDA OSPEDALIERA OSPEDALE DI CIRCOLO  A.O. DI RILIEVO REGIONALE,Azienda Ospedaliera Ospedale di Circolo,0.7,1,low confidence,,mint,claude-opus-5
AZIENDA OSPEDALIERA S. MARIA,Azienda Ospedaliera Santa Maria di Terni,0.7,1,low confidence,Terni hospital; bare 'S. Maria' most likely Terni,mint,claude-opus-5
AZIENDA SANITARIA  N. 3 GENOVESE,Azienda Sanitaria N. 3 Genovese,0.7,1,low confidence,,mint,claude-sonnet-5
AZIENDA SANITARIA LOCALE DI BARI,Azienda Sanitaria Locale di Bari,0.7,1,low confidence,,mint,claude-sonnet-5
AZIENDA U.L.S.S. N.8 DI ASOLO,Azienda U.L.S.S. N.8 di Asolo,0.7,1,low confidence,Single local health authority (ULSS) entity in Italy,mint,claude-sonnet-5
Aalto-yliopiston Kylmlaboratorion Aivotutkimusyksikk,Aalto University,0.7,1,low confidence,,mint,claude-sonnet-5
"Aarhus University, The MR Research Center",Aarhus Universitet,0.7,1,low confidence,,mint,claude-sonnet-5
"Abteilung fr Pulmologie, Landesklinikum Thermenregion Hochegg",Landesklinikum Thermenregion Hochegg,0.7,1,low confidence,Department resolves to parent hospital,mint,claude-sonnet-5
"Academic Medical Center Amsterdam, department of Internal Medicine",Academic Medical Center Amsterdam,0.7,1,low confidence,,mint,claude-sonnet-5
