"pip_procedure_number","pip_decision_number","ema_url","decision_type_code","decision_type_text","decision_title","decision_date","active_substance","therapeutic_area","condition","compliance_check_done","has_full_waiver","has_partial_waiver","has_deferral","pdf_url","parse_confidence","fetched_at","ema_feed_timestamp"
"EMEA-003173-PIP01-21","P/152/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003173-pip01-21","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","20/05/2022","amlodipine;atorvastatin;Indapamide;perindopril arginine","Cardiovascular diseases","Treatment of hypertension","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003175-PIP01-21","P/153/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003175-pip01-21","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","13/05/2022","human IgG4-based bispecific antibody binding to both B-cell maturation antigen (BCMA) and cluster of differentiation 3 (CD3) (REGN5458)","Oncology","Treatment of Multiple Myeloma","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003138-PIP01-21","P/90/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003138-pip01-21","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","11/03/2022","tarlatamab","Oncology","Treatment of prostate malignant neoplasms;Treatment of small cell lung cancer","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003135-PIP01-21","P/59/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003135-pip01-21","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","11/03/2022","nemtabrutinib","Oncology","Treatment of mature B-cell malignancies","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003132-PIP01-21","P/58/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003132-pip01-21","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","11/03/2022","sunvozertinib","Oncology","Treatment of non-small cell lung cancer","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003127-PIP01-21","P/64/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003127-pip01-21","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","11/03/2022","ceralasertib","Oncology","Treatment of lung carcinoma (small cell and non-small cell carcinoma)","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003125-PIP01-21","P/57/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003125-pip01-21","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","11/03/2022","avexitide acetate","Endocrinology-Gynaecology-Fertility-Metabolism","Treatment of postbariatric hypoglycaemia","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003121-PIP01-21","P/94/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003121-pip01-21","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","11/03/2022","human normal immunoglobulin","Immunology-Rheumatology-Transplantation","Treatment of post-polio syndrome","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003120-PIP01-21","P/63/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003120-pip01-21","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","11/03/2022","dapagliflozin;2-{(3S)-7-fluoro-4-[(3-oxo-3,4-dihydro-2H-1,4-benzoxazin-6-yl)carbonyl]-3,4-dihydro-2H-1,4-benzoxazin-3-yl}-N-methylacetamide (AZD9977)","Cardiovascular diseases","Prevention of cardiovascular events in patients with chronic heart failure","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001996-PIP02-16-M01","P/68/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001996-pip02-16-m01","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","11/03/2022","Glutamine","Haematology-Hemostaseology","Treatment of sickle cell disease","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001523-PIP05-19-M01","P/65/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001523-pip05-19-m01","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","11/03/2022","Guselkumab","Gastroentology-Hepatology","Treatment of Crohn's disease","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002492-PIP01-18-M02","P/99/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002492-pip01-18-m02","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","18/03/2022","bempegaldesleukin","Oncology","Treatment of all conditions included in the category of malignant neoplasms (except nervous system, haematopoetic, and lymphoid tissue neoplasms)","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002250-PIP02-17-M01","P/87/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002250-pip02-17-m01","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","11/03/2022","ridinilazole (hydrate)","Infectious diseases","Treatment of Clostridium difficile infection","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002229-PIP01-17-M03","P/92/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002229-pip01-17-m03","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","11/03/2022","Dienogest;Ethinyl estradiol","Endocrinology-Gynaecology-Fertility-Metabolism","Prevention of pregnancy","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000932-PIP01-10-M02","P/75/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000932-pip01-10-m02","RPM","RPM: decision refers to a refusal on the application for modification of an agreed PIP","RPM: decision refers to a refusal on the application for modification of an agreed PIP","11/03/2022","modified allergen extract of birch pollen","Pneumology-allergology","Treatment of allergic rhinitis / rhino-conjunctivitis","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003053-PIP01-21","P/72/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003053-pip01-21","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","11/03/2022","Phospholipid esters from herring roe (HRO350)","Dermatology","Treatment of psoriasis","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002146-PIP01-17-M04","P/117/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002146-pip01-17-m04","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","13/04/2022","Palbociclib","Oncology","Treatment of Ewing sarcoma","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002010-PIP01-16-M03","P/114/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002010-pip01-16-m03","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","13/04/2022","axicabtagene ciloleucel","Oncology","Treatment of mature B-cell neoplasms","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003041-PIP01-21","P/61/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003041-pip01-21","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","11/03/2022","cosibelimab","Oncology","Treatment of cutaneous squamous cell carcinoma","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003003-PIP01-21","P/56/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003003-pip01-21","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","11/03/2022","ralmitaront","Psychiatry","Treatment of schizophrenia","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001554-PIP01-13-M03","P/133/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001554-pip01-13-m03","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","13/04/2022","Etelcalcetide","Uro-nephrology","Treatment of hyperparathyroidism","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002987-PIP01-21","P/70/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002987-pip01-21","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","11/03/2022","CpG 1018/Alum-adjuvanted recombinant SARS-CoV-2 Trimeric Spike (S) protein subunit vaccine (SCB- 2019)","Vaccines","Prevention of Coronavirus disease 2019 (COVID-19)","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001491-PIP01-13-M02","P/132/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001491-pip01-13-m02","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","13/04/2022","fosdenopterin (ORGN001)","Other","Treatment of molybdenum cofactor deficiency type A","Positive",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002946-PIP01-20","P/82/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002946-pip01-20","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","11/03/2022","MIJ821","Psychiatry","Treatment of major depressive disorder","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003147-PIP01-21","P/108/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003147-pip01-21","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","13/04/2022","human IgG4 monoclonal antibody against BCMA and CD3 (ABBV-383)","Oncology","Treatment of Multiple Myeloma","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001214-PIP01-11-M11","P/129/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001214-pip01-11-m11","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","13/04/2022","Benralizumab","Pneumology-allergology","Treatment of asthma","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003151-PIP01-21","P/111/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003151-pip01-21","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","13/04/2022","Indapamide;telmisartan","Cardiovascular diseases","Treatment of hypertension","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001186-PIP01-11-M03","P/122/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001186-pip01-11-m03","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","13/04/2022","ponatinib","Oncology","Treatment of chronic myeloid leukaemia;Treatment of Philadelphia chromosome positive acute lymphoblastic leukaemia","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003146-PIP01-21","P/113/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003146-pip01-21","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","13/04/2022","acetylsalicylic acid;ticagrelor","Cardiovascular diseases","Prevention of atherothrombotic events","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000525-PIP01-08-M08","P/107/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000525-pip01-08-m08","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","13/04/2022","amikacin sulfate","Pneumology-allergology","Treatment of nontuberculous mycobacterial lung infection;Treatment of Pseudomonas aeruginosa lung infection/colonisation in cystic fibrosis patients","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003145-PIP01-21","P/112/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003145-pip01-21","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","13/04/2022","cevostamab","Oncology","Treatment of Multiple Myeloma","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
