alias_clean,sponsor_clean,sponsor_parent,sponsor_group,sponsor_type,source,confidence_prior,alias_type
justus liebig universitt gieen,Justus-Liebig-Universität Gießen,NA,NA,academic,llm_curated,1,NA
justus-liebig-universitat giessen,Justus-Liebig-Universität Gießen,NA,NA,academic,self_alias,0.94,self
juvantia pharma,Juvantia Pharma,NA,NA,unknown,self_alias,0.94,self
k-group alpha,K-Group Alpha,NA,NA,unknown,self_alias,0.94,self
k36 therapeutics,K36 Therapeutics,NA,NA,unknown,self_alias,0.94,self
ka rudolfstiftung,KA Rudolfstiftung,NA,NA,hospital,self_alias,0.94,self
kadmon,Kadmon,NA,NA,unknown,self_alias,0.94,self
kaerus bioscience,Kaerus Bioscience,NA,NA,unknown,self_alias,0.94,self
kai pharmaceuticals,KAI Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
kailera therapeutics,Kailera Therapeutics,NA,NA,unknown,self_alias,0.94,self
kalobios pharmaceuticals,KaloBios Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
kalvista pharmaceuticals,KalVista Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
kamada,Kamada,NA,NA,unknown,self_alias,0.94,self
kamari pharma,Kamari Pharma,NA,NA,unknown,self_alias,0.94,self
kancera,Kancera,NA,NA,unknown,self_alias,0.94,self
kaneka,Kaneka,NA,NA,unknown,self_alias,0.94,self
kantonsspital baden,Kantonsspital Baden,NA,NA,unknown,self_alias,0.94,self
kantonsspital baselland,Kantonsspital Baselland,NA,NA,unknown,self_alias,0.94,self
kanyos bio,Kanyos Bio,NA,NA,unknown,self_alias,0.94,self
karakter universitair centrum voor kinder- en jeugdpsychiatrie,KARAKTER universitair centrum voor kinder- en jeugdpsychiatrie,NA,NA,unknown,self_alias,0.94,self
kardigan,Kardigan,NA,NA,unknown,self_alias,0.94,self
karl landsteiner institut fur klinische neurologie und neuropsychologie,Karl Landsteiner Institut für klinische Neurologie und Neuropsychologie,NA,NA,unknown,self_alias,0.94,self
karo bio,Karo Bio,NA,NA,unknown,self_alias,0.94,self
karolinska institute,Karolinska Institutet,Karolinska Institutet,Karolinska Institutet,academic,llm_curated,1,NA
karolinska institutet,Karolinska Institutet,Karolinska Institutet,Karolinska Institutet,academic,llm_curated,1,NA
karolinska university hospital,Karolinska University Hospital,Karolinska University Hospital,Karolinska University Hospital,hospital,llm_curated,1,NA
kartos therapeutics,Kartos Therapeutics,NA,NA,unknown,self_alias,0.94,self
karus therapeutics,Karus Therapeutics,NA,NA,unknown,self_alias,0.94,self
karyopharm therapeutics,Karyopharm Therapeutics,NA,NA,unknown,self_alias,0.94,self
katairo,Katairo,NA,NA,unknown,self_alias,0.94,self
katholieke universiteit leuven,KU Leuven,KU Leuven,KU Leuven,academic,llm_curated,1,NA
kbp biosciences co,KBP BioSciences Co.,NA,NA,unknown,self_alias,0.94,self
kennedy krieger institute,Kennedy Krieger Institute,NA,NA,unknown,self_alias,0.94,self
kennemer gasthuis,Kennemer Gasthuis,NA,NA,hospital,self_alias,0.94,self
kepler universittsklinikum medcampus iii klinik fr interne 2,Kepler University Hospital,NA,NA,hospital,llm_curated,1,NA
kepler university hospital institute of ophthalmology,Kepler University Hospital,NA,NA,hospital,llm_curated,1,NA
kern pharma,Kern Pharma,NA,NA,unknown,self_alias,0.94,self
keros therapeutics,Keros Therapeutics,NA,NA,unknown,self_alias,0.94,self
keryx biopharmaceuticals,Keryx Biopharmaceuticals,NA,NA,unknown,self_alias,0.94,self
ketabon,Ketabon,NA,NA,unknown,self_alias,0.94,self
keybioscience,KeyBioscience,NA,NA,unknown,self_alias,0.94,self
keyneurotek pharmaceuticals,KeyNeurotek Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
kezar life sciences,Kezar Life Sciences,NA,NA,unknown,self_alias,0.94,self
khondrion,Khondrion,NA,NA,unknown,self_alias,0.94,self
kiadis pharma netherlands,Kiadis Pharma Netherlands,NA,NA,unknown,self_alias,0.94,self
kinarus,Kinarus,NA,NA,unknown,self_alias,0.94,self
kinevant sciences,Kinevant Sciences,NA,NA,unknown,self_alias,0.94,self
kings college hospital nhs foundation trust,Kings College Hospital NHS Foundation Trust,Kings College Hospital NHS Foundation Trust,Kings College Hospital NHS Foundation Trust,hospital,llm_curated,1,NA
kings college london,Kings College London,Kings College London,Kings College London,academic,llm_curated,1,NA
kingston general hospital,Kingston General Hospital,NA,NA,hospital,self_alias,0.94,self
kiniksa pharmaceuticals,Kiniksa Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
kissei pharmaceutical co,Kissei Pharmaceutical Co.,NA,NA,unknown,self_alias,0.94,self
kite pharma,Kite Pharma,NA,NA,unknown,self_alias,0.94,self
kitov pharmaceuticals,Kitov Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
klear bio,Klear Bio,NA,NA,unknown,self_alias,0.94,self
klinik fr ansthesiologie und operative intensivmedizin charit  universittsmedizin berlin,Charité Universitätsmedizin Berlin,Charité Universitätsmedizin Berlin,Charité Universitätsmedizin Berlin,hospital,llm_curated,1,NA
klinik fr herz- und kreislauferkrankungen deutsches herzzentrum mnchen,Deutsches Herzzentrum München,NA,NA,hospital,llm_curated,1,NA
klinik lowenstein ggmbh,Klinik Löwenstein gGmbH,NA,NA,hospital,self_alias,0.94,self
klinik lwenstein ggmbh,Klinik Löwenstein gGmbH,NA,NA,hospital,llm_curated,1,NA
kliniken fr ansthesiologie und op intensivmedizin charit universittsmedizin berlin cvk/ccm,Charité Universitätsmedizin Berlin,Charité Universitätsmedizin Berlin,Charité Universitätsmedizin Berlin,hospital,llm_curated,1,NA
klinikk hammerfest,Klinikk Hammerfest,NA,NA,unknown,self_alias,0.94,self
klinikum chemnitz ggmbh,Klinikum Chemnitz gGmbH,NA,NA,hospital,self_alias,0.94,self
klinikum der lmu,Klinikum Der Universitat Munchen AöR,Klinikum Der Universitat Munchen AöR,Klinikum Der Universitat Munchen AöR,hospital,llm_curated,1,NA
klinikum der ludwig-maximilians-universitt mnchen - klinikum grohadern,Klinikum Der Universitat Munchen AöR,NA,NA,hospital,llm_curated,1,NA
klinikum der stadt ludwigshafen am rhein ggmbh,Klinikum der Stadt Ludwigshafen am Rhein gGmbH,NA,NA,hospital,self_alias,0.94,self
klinikum der universitaet muenchen aoer,Klinikum Der Universitat Munchen AöR,Klinikum Der Universitat Munchen AöR,Klinikum Der Universitat Munchen AöR,hospital,llm_curated,1,NA
klinikum der universitat munchen aor,Klinikum Der Universitat Munchen AöR,NA,NA,NA,ctis_businesskey,0.95,NA
klinikum der universitt mnchen,Klinikum Der Universitat Munchen AöR,NA,NA,NA,llm_curated,1,NA
klinikum der universitt mnchen - ar verteten,Klinikum Der Universitat Munchen AöR,NA,NA,hospital,llm_curated,1,NA
klinikum der universitt mnchen ludwig-maximilians-universitt mnchen,Klinikum Der Universitat Munchen AöR,NA,NA,hospital,llm_curated,1,NA
klinikum der universitt mnchen-grohadern,Klinikum Der Universitat Munchen AöR,Klinikum Der Universitat Munchen AöR,Klinikum Der Universitat Munchen AöR,hospital,llm_curated,1,NA
klinikum grohadern,Klinikum Der Universitat Munchen AöR,Klinikum Der Universitat Munchen AöR,Klinikum Der Universitat Munchen AöR,hospital,llm_curated,1,NA
klinikum grohadern university of munich / medical director prof dr med burkhard gtze,Klinikum Der Universitat Munchen AöR,Klinikum Der Universitat Munchen AöR,Klinikum Der Universitat Munchen AöR,hospital,llm_curated,1,NA
klinikum grosshadern,Klinikum Der Universitat Munchen AöR,Klinikum Der Universitat Munchen AöR,Klinikum Der Universitat Munchen AöR,hospital,llm_curated,1,NA
klinikum leverkusen ggmbh,Klinikum Leverkusen gGmbH,NA,NA,hospital,llm_curated,1,NA
klinikum rechts der isar der tu muenchen aor,Klinikum rechts der Isar der TU Muenchen AöR,NA,NA,NA,ctis_businesskey,0.95,NA
klinikum rechts der isar technische universitat munchen,Klinikum rechts der Isar der TU München,NA,NA,hospital,llm_curated,1,NA
klinikum stuttgart,Klinikum Stuttgart,NA,NA,hospital,self_alias,0.94,self
klinisk forskningsenhed medicinsk afdeling haematologisk afsnit,"Klinisk Forskningsenhed, Medicinsk Afdeling, Hæmatologisk Afsnit",NA,NA,unknown,self_alias,0.94,self
kmia,Kmia,NA,NA,unknown,self_alias,0.94,self
kobenhavns universitet,Kobenhavns Universitet,NA,NA,NA,ctis_businesskey,0.95,NA
kodiak sciences,Kodiak Sciences,NA,NA,unknown,self_alias,0.94,self
kominox usa,KOMINOX USA,NA,NA,unknown,self_alias,0.94,self
kompetenznetz vorhofflimmern ev,Kompetenznetz Vorhofflimmern e.V. AFNET Atrial Fibrillation NETwork,NA,NA,cooperative_group,llm_curated,1,NA
kooperativni lymfomova skupina,Kooperativní lymfomová skupina,NA,NA,unknown,self_alias,0.94,self
korpo,Korpo,NA,NA,unknown,self_alias,0.94,self
kosan biosciences,Kosan Biosciences,NA,NA,unknown,self_alias,0.94,self
kowa co,Kowa Co.,NA,NA,unknown,self_alias,0.94,self
kowa research institute,Kowa Research Institute,NA,NA,unknown,self_alias,0.94,self
krajska nemocnice liberec a s,"Krajská nemocnice Liberec, a.s.",NA,NA,unknown,self_alias,0.94,self
krankenanstalt rudolfstiftung,Krankenanstalt Rudolfstiftung,NA,NA,unknown,self_alias,0.94,self
krankenhaus der elisabethinen linz,Krankenhaus der Elisabethinen Linz,NA,NA,unknown,self_alias,0.94,self
krankenhaus hietzing,Krankenhaus Hietzing,NA,NA,hospital,self_alias,0.94,self
krewel meuselbach,Krewel Meuselbach,NA,NA,unknown,self_alias,0.94,self
kringle pharma europe,Kringle Pharma Europe,NA,NA,unknown,self_alias,0.94,self
krka,KRKA,NA,NA,unknown,self_alias,0.94,self
krka-farma,KRKA-Farma,NA,NA,unknown,self_alias,0.94,self
kronos bio,Kronos Bio,NA,NA,unknown,self_alias,0.94,self
ku leuven,KU Leuven,KU Leuven,KU Leuven,academic,llm_curated,1,NA
ku leuven/uz leuven,UZ Leuven,NA,NA,hospital,llm_curated,1,NA
kudos pharmaceuticals,KuDOS Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
kuleuven,KU Leuven,KU Leuven,KU Leuven,academic,llm_curated,1,NA
kumquat biosciences,Kumquat Biosciences,NA,NA,unknown,self_alias,0.94,self
kuopion yliopistollinen sairaala,Kuopio University Hospital,NA,NA,hospital,llm_curated,1,NA
kupando,Kupando,NA,NA,unknown,self_alias,0.94,self
kura oncology,Kura Oncology,NA,NA,unknown,self_alias,0.94,self
kureha,Kureha,NA,NA,unknown,self_alias,0.94,self
kuros biosurgery,KUROS BIOSURGERY,NA,NA,unknown,self_alias,0.94,self
kv pharmaceutical,KV Pharmaceutical,NA,NA,unknown,self_alias,0.94,self
kymab,Kymab,NA,NA,unknown,self_alias,0.94,self
kymera therapeutics,Kymera Therapeutics,NA,NA,unknown,self_alias,0.94,self
kyowa kirin,Kyowa Kirin,NA,NA,unknown,self_alias,0.94,self
kythera biopharmaceuticals,Kythera Biopharmaceuticals,NA,NA,unknown,self_alias,0.94,self
kyverna therapeutics,Kyverna Therapeutics,NA,NA,unknown,self_alias,0.94,self
l'institut mutualiste montsouris,L'Institut Mutualiste Montsouris,NA,NA,unknown,self_alias,0.94,self
l'oreal,L'Oréal,NA,NA,unknown,self_alias,0.94,self
l'oreal recherche,L'Oréal Recherche,NA,NA,industry,self_alias,0.94,self
lab pharma,LAB Pharma,NA,NA,unknown,self_alias,0.94,self
labopoint,LABOpoint,NA,NA,unknown,self_alias,0.94,self
laboratoires auris,Laboratoires Auris,NA,NA,unknown,self_alias,0.94,self
laboratoires merck sharp dohme - chibret,MSD,Merck & Co.,MSD / Merck & Co.,industry,llm_curated,1,NA
laboratoires merck sharp dohme chibret,MSD,Merck & Co.,MSD / Merck & Co.,industry,llm_curated,1,NA
laboratoires servier,Servier,Servier,Servier,industry,llm_curated,1,NA
laboratoires smb,Laboratoires SMB,NA,NA,unknown,self_alias,0.94,self
laboratori baldacci,Laboratori Baldacci,NA,NA,unknown,self_alias,0.94,self
laboratories len farma,Laboratories Len Farma,NA,NA,unknown,self_alias,0.94,self
laboratorio de aplicaciones farmacodinmicas,Laboratorio de Aplicaciones Farmacodinmicas,NA,NA,unknown,self_alias,0.94,self
laboratorio farmaceutico c t,Laboratorio Farmaceutico C.T.,NA,NA,unknown,self_alias,0.94,self
laboratorio farmaceutico s i t - specialita igienico terapeutiche,Laboratorio Farmaceutico S.I.T. - Specialità Igienico Terapeutiche,NA,NA,unknown,self_alias,0.94,self
laboratorio italiano biochimico farmaceutico lisapharma,Laboratorio Italiano Biochimico Farmaceutico Lisapharma,NA,NA,unknown,self_alias,0.94,self
laboratorio reig jofre,Laboratorio Reig Jofré,NA,NA,unknown,self_alias,0.94,self
laboratorios alter,Laboratorios Alter,NA,NA,unknown,self_alias,0.94,self
laboratorios andrmaco,Laboratorios Andrmaco,NA,NA,unknown,self_alias,0.94,self
laboratorios andromaco,Laboratorios Andromaco,NA,NA,unknown,self_alias,0.94,self
laboratorios biomendi,Laboratorios Biomendi,NA,NA,unknown,self_alias,0.94,self
laboratorios cinfa,Laboratorios Cinfa,NA,NA,unknown,self_alias,0.94,self
laboratorios del dr esteve,Laboratorios del Dr. Esteve,NA,NA,unknown,self_alias,0.94,self
laboratorios dr esteve s a / pharming tecnologies,"Laboratorios Dr. Esteve, S.A. / Pharming Tecnologies",NA,NA,unknown,self_alias,0.94,self
laboratorios effik,Laboratorios Effik,NA,NA,unknown,self_alias,0.94,self
laboratorios ern,Laboratorios ERN,NA,NA,unknown,self_alias,0.94,self
laboratorios farmaceuticos rovi,Laboratorios Farmacéuticos Rovi,NA,NA,unknown,self_alias,0.94,self
laboratorios farmalder,Laboratorios Farmalder,NA,NA,unknown,self_alias,0.94,self
laboratorios hipra,Laboratorios Hipra,NA,NA,unknown,self_alias,0.94,self
laboratorios inibsa,Laboratorios Inibsa,NA,NA,unknown,self_alias,0.94,self
laboratorios len farma,Laboratorios Len Farma,NA,NA,unknown,self_alias,0.94,self
laboratorios lesvi s l,Laboratorios Lesvi,NA,NA,NA,ctis_businesskey,0.95,NA
laboratorios leti,Laboratorios Leti,NA,NA,industry,llm_curated,1,NA
laboratorios liconsa,Laboratorios Liconsa,NA,NA,unknown,self_alias,0.94,self
laboratorios litaphar,Laboratorios Litaphar,NA,NA,unknown,self_alias,0.94,self
laboratorios normon,Laboratorios Normon,NA,NA,unknown,self_alias,0.94,self
laboratorios novag,Laboratorios Novag,NA,NA,unknown,self_alias,0.94,self
laboratorios ojer pharma,Laboratorios Ojer Pharma,NA,NA,unknown,self_alias,0.94,self
laboratorios rubi,Laboratorios Rubi,NA,NA,unknown,self_alias,0.94,self
laboratorios salvat,Laboratorios Salvat,NA,NA,unknown,self_alias,0.94,self
laboratorios stiefel espana,Laboratorios Stiefel España,NA,NA,unknown,self_alias,0.94,self
lactest,Lactest,NA,NA,unknown,self_alias,0.94,self
laguna pharmaceuticals,Laguna Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
lainco,LAINCO,NA,NA,unknown,self_alias,0.94,self
laminar pharmaceuticals,Laminar Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
landeskliniken salzburg,Landeskliniken Salzburg,NA,NA,unknown,self_alias,0.94,self
landesklinikum thermenregion hochegg,Landesklinikum Thermenregion Hochegg,NA,NA,unknown,self_alias,0.94,self
landeskrankenhaus feldkirch,Landeskrankenhaus Feldkirch,NA,NA,unknown,self_alias,0.94,self
landos biopharma,Landos Biopharma,NA,NA,unknown,self_alias,0.94,self
landspitali haskolasjukrahus,Landspítali Háskólasjúkrahús,NA,NA,hospital,self_alias,0.94,self
landsptali hsklasjkrahs,Landspítali Háskólasjúkrahús,NA,NA,hospital,llm_curated,1,NA
landstinget gavleborg,Landstinget Gävleborg,NA,NA,unknown,self_alias,0.94,self
landstinget i ostergotland,Landstinget i Östergötland,NA,NA,public_body,self_alias,0.94,self
landstinget i stergtland,Landstinget i Östergötland,NA,NA,public_body,llm_curated,1,NA
landstinget i varmland,Landstinget i Värmland,NA,NA,unknown,self_alias,0.94,self
landstinget vastmanland,Landstinget Västmanland,NA,NA,public_body,self_alias,0.94,self
landstinget vstmanland,Landstinget Västmanland,NA,NA,public_body,llm_curated,1,NA
lantheus medical imaging,Lantheus Medical Imaging,NA,NA,unknown,self_alias,0.94,self
lantmannen medical,Lantmännen Medical,NA,NA,unknown,self_alias,0.94,self
larimar therapeutics,Larimar Therapeutics,NA,NA,unknown,self_alias,0.94,self
lars jorgen ostergaard,Lars Jørgen Østergaard,NA,NA,unknown,self_alias,0.94,self
lars moller pedersen,Lars Møller Pedersen,NA,NA,unknown,self_alias,0.94,self
lassen therapeutics 1,Lassen Therapeutics 1,NA,NA,unknown,self_alias,0.94,self
lateral pharma pty,Lateral Pharma Pty,NA,NA,unknown,self_alias,0.94,self
latigo biotherapeutics,Latigo Biotherapeutics,NA,NA,unknown,self_alias,0.94,self
laura perello moreno,Laura Perelló Moreno,NA,NA,unknown,self_alias,0.94,self
lava therapeutics,LAVA Therapeutics,NA,NA,unknown,self_alias,0.94,self
laves-arzneimittel,Laves-Arzneimittel,NA,NA,unknown,self_alias,0.94,self
lead chemical company,Lead Chemical Company,NA,NA,unknown,self_alias,0.94,self
leal therapeutics,Leal Therapeutics,NA,NA,unknown,self_alias,0.94,self
leap therapeutics,Leap Therapeutics,NA,NA,unknown,self_alias,0.94,self
legacy healthcare france,Legacy Healthcare France,NA,NA,unknown,self_alias,0.94,self
leiden univerisity medical centre,Leiden University Medical Center,NA,NA,hospital,llm_curated,1,NA
leiden universitair medisch centrum,Leiden University Medical Center,NA,NA,hospital,llm_curated,1,NA
leiden university medical center,Leiden University Medical Center,Leiden University Medical Center,Leiden University Medical Center,hospital,llm_curated,1,NA
leiden university medical center department of rheumatology,Leiden University Medical Center,NA,NA,unknown,llm_curated,1,NA
leiden university medical centre,Leiden University Medical Center,Leiden University Medical Center,Leiden University Medical Center,hospital,llm_curated,1,NA
leids universitair medisch centrum,Leiden University Medical Center,Leiden University Medical Center,Leiden University Medical Center,hospital,llm_curated,1,NA
lek pharmaceuticals,Lek Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
lekarska fakulta univerzity karlovy v hradci kralove,Lékařská fakulta Univerzity Karlovy v Hradci Králové,NA,NA,unknown,self_alias,0.94,self
lene baeksgaard jensen,Lene Bæksgaard Jensen,NA,NA,unknown,self_alias,0.94,self
leo pharma,LEO Pharma,LEO Pharma,LEO Pharma,industry,llm_curated,1,NA
leo pharma as,LEO Pharma,LEO Pharma,LEO Pharma,industry,llm_curated,1,NA
leo pharmaceutical products ltd a/s leo pharma,LEO Pharmaceutical Products Ltd. A/S LEO Pharma,NA,NA,unknown,self_alias,0.94,self
leo pharmaceuticals products ltd a/s leo pharma,LEO Pharmaceuticals Products Ltd. A/S LEO Pharma,NA,NA,unknown,self_alias,0.94,self
les hpitaux universitaires de strasbourg,Les Hôpitaux Universitaires de Strasbourg,NA,NA,hospital,llm_curated,1,NA
les laboratoires servier,Servier,Servier,Servier,industry,llm_curated,1,NA
leti pharma,LETI Pharma,NA,NA,unknown,self_alias,0.94,self
leukos biotech,Leukos Biotech,NA,NA,unknown,self_alias,0.94,self
leuven research development lrd at university of leuven,KU Leuven,NA,NA,academic,llm_curated,1,NA
levicept,Levicept,NA,NA,unknown,self_alias,0.94,self
leyden laboratories,Leyden Laboratories,NA,NA,unknown,self_alias,0.94,self
leyh pharma,Leyh Pharma,NA,NA,unknown,self_alias,0.94,self
lg chem,LG Chem,NA,NA,unknown,self_alias,0.94,self
